path	main	r5	r6	cur	cur_fail_rules	chance_rate	checked	exact	rounding	unsupported	identifiers	r6_flagged	r6_flag_causes	synthesis	synthesis_note
research/findings/2026-09-05-mouth-objective-lever-flat-on-broad-domain-architecture-is-wrong-axis-NO-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(6)	0.0075	19	13	0	6	0	6	still-unsupported:6	False	
research/findings/2026-09-05-mouth-token-scaling-step1-simplewiki-domain-mix-NO-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(19)	0.0050	24	5	0	19	0	19	still-unsupported:19	False	
research/findings/2026-09-05-onebrain-fact-shard-dg-ca3-sublinear-spiking-retrieval-derisk-GO.md	PASS	FAIL	FAIL	PASS		0.0025	5	0	5	0	0	1	rounding:1	False	
research/findings/2026-09-05-onebrain-fact-shard-wirein-production-composer.md	PASS	FAIL	FAIL	PASS		0.0200	10	0	10	0	0	6	rounding:6	False	
research/findings/2026-09-05-onebrain-single-pool-production-flip-derisk-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-own-voice-fluency-reaim-objective-and-capacity-ROADMAP.md	PASS	PASS	FAIL	FAIL	unsupported(9)	0.0775	17	8	0	9	2	11	identifier:2;still-unsupported:9	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-05-per-step-kernel-profile-composer-latency-reducible-GPU.md	PASS	FAIL	FAIL	PASS		0.0000	8	0	8	0	0	3	rounding:3	False	
research/findings/2026-09-05-rank10-curiosity-graded-novelty-familiarity-scaffold-derisk-GO.md	PASS	PASS	PASS	PASS		0.0100	8	2	6	0	0	0		False	
research/findings/2026-09-05-rank11-topic-swap-scaffold-backlog-item-already-integrated.md	PASS	FAIL	FAIL	PASS		0.0300	6	1	4	0	0	5	rounding:4;truncation:1	False	
research/findings/2026-09-05-rank13-selfid-anaphora-PRODUCTION-FLIP-NO-GO-stale-referent-selfalias-misroute.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank13-selfid-anaphora-production-flip-CORRECTED-DIAGNOSIS.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank13-selfid-anaphora-scaffold-derisk-GO-6of6.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank16-rank20-rank10-production-flip-GO.md	PASS	PASS	PASS	PASS		0.0200	5	3	2	0	0	0		False	
research/findings/2026-09-05-rank2-integrated-loop-at-scale-answer-preservation-UNDEFINED-recall-incomplete.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank2-integrated-loop-webapp-thread-derisk.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank23-vision-cluster-grouping-decision-spiking-wta-derisk-GO.md	PASS	PASS	PASS	PASS		0.0050	3	0	3	0	0	0		False	
research/findings/2026-09-05-rank6-knowledge-core-substrate-write-scaled-derisk-mixed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-rank6-shardedphasorstore-pickle-fix-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-scaffold-backlog-hygiene-and-diversified-ready-next-rungs-PLANNING.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-05-selfschema-authorship-neural-turnclass-derisk-PARTIAL.md	PASS	PASS	PASS	PASS		0.0025	27	22	5	0	0	0		False	
research/findings/2026-09-05-shared-salience-afferent-production-default-flip-GO.md	PASS	FAIL	FAIL	PASS		0.0625	57	13	44	0	0	34	rounding:34	False	
research/findings/2026-09-05-shared-spiking-salience-afferent-wired-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-05-slotbinder-L3-wirein-derisk-NOGO-perstep-cost-dominates-latency.md	PASS	PASS	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-09-05-value-choice-real-critic-neural-salience-context-6seed-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-06-metacog-accumulation-to-bound-6seed-PARTIAL.md	PASS	FAIL	FAIL	FAIL	too_broad(0.487)	0.4875	19	0	19	0	0	9	rounding:9	False	
research/findings/2026-09-06-mouth-fineweb-edu-corpus-quality-lift-GO-direction.md	PASS	FAIL	FAIL	FAIL	unsupported(8)	0.0225	21	13	0	8	0	8	still-unsupported:8	False	
research/findings/2026-09-06-mouth-token-scaling-fineweb-pipeline-and-grid-spec.md	PASS	PASS	PASS	PASS		0.0200	1	1	0	0	5	0		False	
research/findings/2026-09-06-vllm-sleep-mode-pilot-prep-complete-gpu-test-pending.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-07-fork-emergence-gradient-place-familiarity-affect.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-08-affect-opponent-columnar-spiking-worst-case-unchanged-BOUNDARY.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0475	49	13	35	1	1	32	rounding:31;still-unsupported:1	False	
research/findings/2026-09-08-gnw-congruence-spiking-PRODUCTION-FLIP-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-08-joint-attention-rung1-sts-tpj-onsubstrate-synapse-6seed-GO.md	PASS	PASS	FAIL	PASS		0.0200	44	40	4	0	1	4	rounding:4	False	
research/findings/2026-09-08-onebrain-crossedge-curiosity-to-d6wm-retuned-6-6-GO-via-training-drive-not-episode-count.md	PASS	FAIL	FAIL	FAIL	unsupported(5)	0.0425	55	12	35	5	0	10	rounding:7;still-unsupported:3	False	
research/findings/2026-09-08-onebrain-curiosity-d6-semantic-drop-competitive-allocation-confound-CLOSED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-08-onebrain-kmax-loadpath-thread-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-08-order-consolidation-v9-true-sparsity-scaleup-NO-GO-readout-threshold-not-mechanism.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0500	27	5	21	1	0	21	rounding:20;still-unsupported:1	False	
research/findings/2026-09-08-plastic-mask-stdp-residual-CORRECTED-test-instrument-not-a-gap.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-08-rank1-composer-rebuild-rf-to-onebrain-real-bundle-parity-GO.md	PASS	PASS	PASS	PASS		0.0000	11	3	8	0	0	0		False	
research/findings/2026-09-08-rank1-yesno-multiblock-rung-GO.md	PASS	PASS	FAIL	FAIL	unsupported(8)	0.0000	8	0	0	8	0	8	still-unsupported:8	False	
research/findings/2026-09-08-rank6-substrate-store-cupy-vram-measured-GO.md	PASS	PASS	PASS	PASS		0.0075	9	8	1	0	0	0		False	
research/findings/2026-09-09-gap4-dendritic-urbanczik-senn-read-snr-clean-NO-GO-second-read-lever.md	PASS	PASS	PASS	PASS		0.0175	3	3	0	0	0	0		False	
research/findings/2026-09-09-mouth-token-scaling-fineweb-edu-same-domain-DEEP-MARGIN-LIFT-direction-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(11)	0.0075	18	7	0	11	0	11	still-unsupported:11	False	
research/findings/2026-09-09-order-consolidation-v10-indegree-law-scale-invariant-6seed-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-09-rank14-question-route-selection-wta-derisk-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-09-rank14-question-route-selection-wta-wirein-default-off.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-09-scaffold-retirement-flips-composer-onebrain-and-substrate-store-LTM-no-regression-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-09-spiking-anaphor-detection-CA3-pattern-completion-6seed-GO.md	PASS	PASS	PASS	PASS		0.0000	27	27	0	0	0	0		False	
research/findings/2026-09-09-spiking-anaphor-detection-wirein-both-callsites-default-off.md	PASS	FAIL	FAIL	PASS		0.0025	41	38	3	0	0	3	rounding:3	False	
research/findings/2026-09-09-spiking-habituation-synaptic-depression-novelty-mechanism-6seed-GO.md	PASS	PASS	PASS	PASS		0.0075	42	42	0	0	0	0		False	
research/findings/2026-09-09-spiking-novelty-wirein-engagement-of-default-off.md	PASS	FAIL	FAIL	PASS		0.0525	54	10	44	0	0	44	rounding:44	False	
research/findings/2026-09-09-vision-configural-binding-attention-gated-readout-NEXT-MECHANISM-PREREGISTERED.md	PASS	PASS	FAIL	FAIL	unsupported(6)	0.0075	35	29	0	6	0	6	still-unsupported:6	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-09-vision-configural-binding-competitive-selection-NEXT-MECHANISM-PREREGISTERED.md	PASS	PASS	FAIL	FAIL	unsupported(2)	0.0175	31	29	0	2	0	2	still-unsupported:2	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-09-vision-configural-binding-triple-order-conjunction-NEXT-MECHANISM-PREREGISTERED.md	PASS	PASS	PASS	PASS		0.0200	15	15	0	0	0	0		False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-15-gap4-inengine-selfpredict-interneuron-UNDEFINED-transport-ceiling-foreclosed.md	FAIL	FAIL	FAIL	FAIL	missing(5)	0.0950	15	1	14	0	0	14	rounding:14	False	
research/findings/2026-09-15-rank7-affect-opponent-gain-sweep-mistargeted-boundary-reproduced-6seed.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0125	7	5	1	1	0	2	rounding:1;still-unsupported:1	False	
research/findings/2026-09-15-token-supply-scaling-6seed-lever-confirmed-descending-load-cap-found.md	PASS	FAIL	FAIL	FAIL	too_broad(0.245)	0.2450	19	2	17	0	0	8	exact+M:2;rounding:6	False	
research/findings/2026-09-16-biased-competition-content-bias-target-RETIRED.md	PASS	FAIL	FAIL	PASS			0	0	0	0	1	2	identifier:2	False	
research/findings/2026-09-16-gap5-forward-band-homeostatic-scaling-ltu-NO-GO-redirect-read-noise-floor.md	PASS	FAIL	FAIL	PASS		0.0650	5	2	3	0	0	3	rounding:3	False	
research/findings/2026-09-16-graded-bias-regression-FIXED-designed-cross-inhibition-restored-fs7.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-16-host-removal-novelty-anaphor-qroute-RETIRED-byte-identical-differential-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-16-onebrain-xedge-curiosity-d6-base-rung-DEFAULT-ON-flip-GO.md	PASS	FAIL	FAIL	PASS		0.1025	1	0	1	0	0	1	rounding:1	False	
research/findings/2026-09-16-pool-harvest-vision-satdiv-ridge-lifts-off-borderline-touchpointa-multiseed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-16-rank7-affect-xinh-competition-strength-sweep-EXHAUSTED-confirms-park.md	PASS	FAIL	FAIL	FAIL	unsupported(6)	0.0100	18	0	12	6	0	18	rounding:12;still-unsupported:6	False	
research/findings/2026-09-16-vision-nglimpses-temporal-evidence-integration-lifts-capability-2of6-to-4of6.md	PASS	FAIL	FAIL	PASS		0.1450	7	2	5	0	0	5	rounding:5	False	
research/findings/2026-09-16-wirein-flips-biased-competition-gnw-stop-conflict-scaled-DEFAULT-ON-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-16-wiring-flips-novelty-anaphor-qroute-DEFAULT-ON-integrated-no-regression-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-affect-grounded-experience-stream-300k-PARTIAL-noise-robustness-not-data-scale.md	PASS	FAIL	FAIL	PASS		0.0325	9	2	7	0	0	7	rounding:7	False	
research/findings/2026-09-17-affect-noise-robustness-multicue-learned-reliability-mechanism-validated-strict-bar-PARTIAL.md	PASS	FAIL	FAIL	PASS		0.0600	26	3	23	0	5	26	identifier:5;rounding:21	False	
research/findings/2026-09-17-biased-competition-shared-pool-Nway-divisive-closes-3referent-residual-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-da-write-gain-spiking-host-formula-circularity-closed-GO.md	PASS	FAIL	FAIL	PASS		0.0300	2	0	2	0	0	1	rounding:1	False	
research/findings/2026-09-17-gap5-read-noise-floor-instrument-lane-is-read-noise-dominated-K18.md	PASS	FAIL	FAIL	PASS		0.0150	2	0	2	0	0	1	rounding:1	False	
research/findings/2026-09-17-learned-spiking-constituent-boundary-segmentation-retires-host-segment-clause-GO.md	PASS	FAIL	FAIL	PASS		0.0425	8	1	7	0	1	6	identifier:1;rounding:5	False	
research/findings/2026-09-17-mouth-token-supply-n2M-CAPACITY-SATURATED-at-small-sizes-lever-is-parameters-not-tokens.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0875	1	0	0	1	1	2	identifier:1;still-unsupported:1	False	
research/findings/2026-09-17-multi-turn-agent-v2-host-anaphor-list-RETIRED-byte-identical.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-onebrain-11organ-flip-integrated-battery-da-mode-engagement-regression-HELD-default-off.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0025	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-09-17-onebrain-wave1-wave2-organ-merge-9-organs-one-pool-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-onebrain-wave3-organ-merge-ALL-11-organs-one-pool-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-segmentation-verb-object-residual-is-non-existent-baseline-already-detects-lateral-competition-lever-NOGO.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0325	14	1	12	1	0	11	rounding:10;still-unsupported:1	False	
research/findings/2026-09-17-spiking-anaphor-detection-extended-gendered-pronouns-he-she-him-her-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-17-vision-s2-sail-anti-hebbian-decorrelation-learning-NOGO-underperforms-frozen-random-like-BCM.md	PASS	FAIL	FAIL	PASS		0.1225	2	0	2	0	0	2	rounding:2	False	
research/findings/2026-09-17-vision-s2-template-learning-all-three-classes-NOGO-residual-is-DATA-limited-frozen-random-satdiv-GO.md	PASS	FAIL	FAIL	FAIL	unsupported(1);too_broad(0.245)	0.2450	18	1	16	1	0	17	rounding:16;still-unsupported:1	False	
research/findings/2026-09-17-vision-satdiv-divisive-norm-is-the-decisive-lever-for-position-invariant-readout-binding-not-load-bearing-GO.md	PASS	FAIL	FAIL	PASS		0.1425	5	0	5	0	0	5	rounding:5	False	
research/findings/2026-09-18-scaling-go-no-go-raw-scale-falsified-lever-is-data-do-not-buy-hardware-yet.md	PASS	FAIL	FAIL	FAIL	unsupported(6)	0.0125	15	5	4	6	0	8	rounding:2;still-unsupported:6	False	
research/findings/2026-09-19-load-bearing-fraction-baseline-16of26-first-reading.md	FAIL	FAIL	FAIL	FAIL	missing(1)		0	0	0	0	0	0		False	
research/findings/2026-09-20-hollow-affect-coloring-drive-diagnosis-and-probe-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	1	0		False	
research/findings/2026-09-20-hollow-bg-action-selection-drive-diagnosis-and-probe-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-20-hollow-common-ground-drives-drive-diagnosis-and-probe-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	2	0		False	
research/findings/2026-09-20-hollow-discourse-register-drive.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-20-hollow-episodic-drive-diagnosis-and-probe-fix.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0000	2	1	0	1	0	1	still-unsupported:1	False	
research/findings/2026-09-20-hollow-noncontradiction-gate-drive-diagnosis-and-probe-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	1	0		False	
research/findings/2026-09-20-hollow-set-attack-6of9-probe-artifacts-verified.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-20-hollow-surprise-monitor-confirm-probe-fix.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-20-load-bearing-fraction-6seed-0.59-robust-core-14.md	PASS	PASS	PASS	PASS		0.0000	2	2	0	0	0	0		False	
research/findings/2026-09-20-prospective-memory-drive-v2-intervening-turns-flip.md	PASS	PASS	PASS	PASS		0.0100	17	15	2	0	2	0		False	
research/findings/2026-09-20-scaling-3seed-confirm-nogo-capacity-saturated.md	PASS	PASS	PASS	PASS		0.0150	3	3	0	0	0	0		False	
research/findings/2026-09-21-load-bearing-borderline-operating-point-diagnosis.md	PASS	FAIL	FAIL	PASS		0.0550	19	2	17	0	0	17	rounding:17	False	
research/findings/2026-09-21-load-bearing-fraction-6seed-adequate-0.85-robust-core-20.md	PASS	FAIL	FAIL	FAIL	unsupported(5)	0.0000	8	0	3	5	0	5	still-unsupported:5	False	
research/findings/2026-09-21-open-ended-generation-single-turn-not-load-bearing-spiking-plausibility-gate-masks-draw.md	PASS	FAIL	FAIL	PASS		0.0700	1	0	1	0	0	1	rounding:1	False	
research/findings/2026-09-22-affect-tone-decode-ceiling-diagnosis-distribution-shift-INPROGRESS.md	FAIL	FAIL	FAIL	FAIL	missing(1);too_broad(0.203)	0.2025	31	2	29	0	0	13	rounding:13	False	
research/findings/2026-09-22-affect-tone-open-output-directional-6seed-positive-asymmetric-NOGO.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0225	39	17	19	3	0	21	rounding:18;still-unsupported:3	False	
research/findings/2026-09-22-borderline-separability-stabilizer-is-buildable.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0325	11	6	4	1	0	5	rounding:4;still-unsupported:1	False	
research/findings/2026-09-22-metacog-graded-marker-go-6seed.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(2)	0.0425	40	28	10	2	0	11	rounding:9;still-unsupported:2	False	
research/findings/2026-09-22-prospective-memory-facilitation-load-bearing-6seed.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0750	16	2	8	6	0	13	rounding:8;still-unsupported:5	False	
research/findings/2026-09-22-source-provenance-abstain-at-tie-load-bearing-6-6.md	PASS	PASS	PASS	FAIL	unsupported(2)	0.0000	20	18	0	2	0	0		False	
research/findings/2026-09-23-affect-conditioned-mouth-live-valence-diagnosis-and-staged-derisk.md	FAIL	FAIL	FAIL	FAIL	unsupported(7)	0.1475	8	0	1	7	0	10	exempt:2;rounding:1;still-unsupported:7	False	
research/findings/2026-09-23-affect-marker-settle-deliberation-and-rest-oplevel-go-6seed.md	PASS	FAIL	FAIL	PASS		0.0650	40	16	24	0	0	24	rounding:24	False	
research/findings/2026-09-23-affect-marker-settle-fullbrain-contrast-PARTIAL-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-affect-tone-neural-coupling-6seed-subdelta-NOGO.md	FAIL	FAIL	FAIL	PASS			0	0	0	0	4	4	identifier:4	False	
research/findings/2026-09-23-allfixes-adequate-battery-6seed-robust-core-24.md	PASS	PASS	PASS	PASS		0.0025	6	0	6	0	0	0		False	
research/findings/2026-09-23-allfixes-settle-battery-6seed-robust-core-25.md	PASS	PASS	PASS	PASS		0.0025	7	6	1	0	0	0		False	
research/findings/2026-09-23-ca3-superposed-fact-attractor-capacity-PREREGISTRATION.md	PASS	PASS	PASS	FAIL	too_broad(0.215)	0.2150	1	1	0	0	0	0		False	
research/findings/2026-09-23-cpu-lane-harvest-curiosity-metacog-conflict-xedge-6seed-no-go.md	PASS	PASS	FAIL	FAIL	unsupported(1)	0.0225	21	1	19	1	0	19	rounding:18;still-unsupported:1	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-23-cpu-lane-harvest-language-lexicon-referent-v2-S2-pending.md	PASS	PASS	FAIL	FAIL	unsupported(44)	0.0050	94	2	48	44	0	53	rounding:9;still-unsupported:44	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-23-cpu-lane-harvest-language-lexicon-referent-v2-S2-scored-6seed-GO.md	PASS	PASS	FAIL	FAIL	unsupported(17);too_broad(0.305)	0.3050	96	2	77	17	0	32	rounding:15;still-unsupported:17	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-23-cpu-lane-harvest-perception-binding-negative-fixed-unconfirmed-competitive.md	PASS	PASS	FAIL	FAIL	unsupported(19)	0.0150	59	40	0	19	0	19	still-unsupported:19	False	declares `claim_check: synthesis` but no non-empty `claim_check_reason:` in the SAME frontmatter block -- falling back to the normal rules (the escape needs a STATED reason)
research/findings/2026-09-23-curiosity-metacog-lowconfidence-coupling-6seed-NOGO-banked-G4-instrument-defect.md	PASS	FAIL	FAIL	PASS		0.0175	12	8	4	0	0	4	rounding:4	False	
research/findings/2026-09-23-d6-capacity-curve-PREREGISTRATION.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0125	2	0	1	1	0	1	rounding:1	False	
research/findings/2026-09-23-d6-learn-through-use-hebbian-fact-write-s42-smoke-C3-NOGO-host-kb-familiarity-leak.md	PASS	PASS	PASS	PASS		0.0225	8	6	2	0	0	0		False	
research/findings/2026-09-23-d6-learn-through-use-v2-PREREGISTRATION-readtime-view-and-engram-ablation.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-d6-learn-through-use-v3-PREREGISTRATION-capability-gate.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-d6-learn-through-use-v3-capability-gate-GO-6of6.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	1	still-unsupported:1	False	
research/findings/2026-09-23-d6-learn-through-use-v3-s42-all-criteria-pass-INCOMPLETE-1of6-plus-v1-pool-banked.md	PASS	PASS	PASS	PASS		0.0000	2	1	1	0	0	0		False	
research/findings/2026-09-23-da-encoding-natural-drive-24h-persistence-PREREGISTRATION.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0475	2	0	1	1	0	2	rounding:1;still-unsupported:1	False	
research/findings/2026-09-23-da-encoding-natural-drive-v1-D64-UNDEFINED-immediate-recall-precondition.md	PASS	FAIL	FAIL	FAIL	too_broad(0.542)	0.5425	12	0	12	0	0	11	rounding:11	False	
research/findings/2026-09-23-da-encoding-natural-drive-v2-D128-6seed-GO-runner-level.md	PASS	FAIL	FAIL	FAIL	too_broad(0.505)	0.5050	14	0	14	0	0	13	rounding:13	False	
research/findings/2026-09-23-da-encoding-natural-drive-v2-production-D128-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-da-encoding-natural-drive-v3-synaptic-capture-6seed-GO-runner-level.md	PASS	FAIL	FAIL	FAIL	too_broad(0.365)	0.3650	28	0	28	0	0	23	rounding:23	False	
research/findings/2026-09-23-da-encoding-natural-drive-v3-synaptic-capture-PREREGISTRATION.md	PASS	FAIL	FAIL	FAIL	unsupported(9)	0.1875	20	1	10	9	0	19	rounding:10;still-unsupported:9	False	
research/findings/2026-09-23-da-tag-capture-chat-wire-PREREGISTRATION.md	PASS	FAIL	FAIL	PASS		0.1625	4	1	3	0	0	2	rounding:2	False	
research/findings/2026-09-23-episodic-s100-cupy-repeats-7of7-loadbearing-robust-core-23.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-flip-validated-fixes-production-default-validation-prereg.md	PASS	PASS	PASS	PASS		0.0075	2	2	0	0	0	0		False	
research/findings/2026-09-23-live-homeostat-nogo-6seed.md	PASS	PASS	PASS	PASS		0.0150	51	51	0	0	0	0		False	
research/findings/2026-09-23-onebrain-affect-ladder-onto-cortical-pool-plus-arousal-surprise-synapse-BUILT-6seed-scored-NOT-ALL-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1)	0.0550	17	0	17	0	0	15	rounding:15	False	
research/findings/2026-09-23-open-ended-generation-production-turn-draw-lesion-seed42-and-open-ended-mode-bypass.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0175	7	1	1	5	0	6	rounding:1;still-unsupported:5	False	
research/findings/2026-09-23-open-ended-production-turn-a3-6seed-harvest-NO-GO.md	PASS	PASS	PASS	PASS		0.0000	24	3	21	0	0	0		False	
research/findings/2026-09-23-operating-point-stabilizer-go-6seed.md	PASS	FAIL	FAIL	FAIL	unsupported(2)	0.0575	44	40	2	2	0	4	rounding:2;still-unsupported:2	False	
research/findings/2026-09-23-swap-drives-adequate-probe-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-swap-drives-adequate-probe-s42-smoke-loadbearing-6seed-staged.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-23-vision-attention-gated-soft-readout-spiking-port-collapse-NOGO-banked.md	PASS	PASS	PASS	PASS		0.0050	47	47	0	0	0	0		False	
research/findings/2026-09-23-vision-configural-binding-attention-gated-soft-readout-PREREGISTERED.md	PASS	PASS	PASS	PASS		0.0025	15	15	0	0	0	0		False	
research/findings/2026-09-23-vision-configural-binding-spiking-feedback-divisive-gain-control-readout-PREREGISTERED.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0075	6	4	0	2	0	6	exact:4;still-unsupported:2	False	
research/findings/2026-09-23-wm-binding-holdquery-adequate-probe-PREREGISTRATION.md	PASS	PASS	PASS	PASS		0.0075	2	2	0	0	0	0		False	
research/findings/2026-09-24-affect-learned-vocabulary-PREREG.md	PASS	FAIL	FAIL	FAIL	unsupported(1)	0.0225	6	2	3	1	0	4	rounding:3;still-unsupported:1	False	
research/findings/2026-09-24-affect-marker-settle-flip-criteria-AMENDMENT-PREREG.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-affect-tone-selection-content-locked-PREREG.md	PASS	FAIL	FAIL	PASS		0.0875	17	16	1	0	3	4	identifier:3;rounding:1	False	
research/findings/2026-09-24-ai-teacher-chat-only-synaptic-learning-GO-6seed.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-09-24-ai-teacher-environment-PREREGISTRATION.md	PASS	FAIL	FAIL	FAIL	unsupported(3)	0.0025	3	0	0	3	0	3	still-unsupported:3	False	
research/findings/2026-09-24-ca3-superposed-fact-attractor-capacity-GO-6seed-reruns-provenance-fixed.md	PASS	FAIL	FAIL	FAIL	too_broad(0.645)	0.6450	8	2	6	0	0	5	rounding:5	False	
research/findings/2026-09-24-chat-time-plasticity-audit-shared-cfg-hebbian-kill-and-the-local-freeze-fix.md	PASS	PASS	PASS	PASS		0.0225	2	0	2	0	0	0		False	
research/findings/2026-09-24-content-provenance-learned-facts-PREREGISTRATION.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
