path	main	r5	r6	cur	cur_fail_rules	chance_rate	checked	exact	rounding	unsupported	identifiers	r6_flagged	r6_flag_causes	synthesis	synthesis_note
research/findings/2026-06-10-N9-nav-deployment-stageB-PASS-seed42.md	FAIL	FAIL	FAIL	FAIL	unsupported(57)	0.0000	57	0	0	57	0	57	still-unsupported:57	False	
research/findings/2026-06-10-N9-placecode-reproducibility-robustness-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(10)	0.0000	10	0	0	10	0	10	still-unsupported:10	False	
research/findings/2026-06-10-N9-spiking-fs-critic-inhibition-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-10-N9-spiking-reward-and-critic-normalization-research.md	PASS	PASS	PASS	PASS			0	0	0	0	1	0		False	
research/findings/2026-06-10-cortex-DG-CA3-cleanup-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(25)	0.0075	52	12	15	25	0	40	rounding:15;still-unsupported:25	False	
research/findings/2026-06-10-cortex-learned-cleanup-derisk-PARTIAL.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.0100	34	24	7	3	0	10	rounding:7;still-unsupported:3	False	
research/findings/2026-06-10-funcint-lang-to-action-cheap-first-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0050	61	21	35	5	0	40	rounding:35;still-unsupported:5	False	
research/findings/2026-06-10-merge-parser-on-framework-slices-PASS-needs-OU.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-10-nav-gate-stdp-wmax-400-cheap-check-PASS.md	FAIL	FAIL	FAIL	FAIL	unsupported(8)	0.0000	8	0	0	8	0	8	still-unsupported:8	False	
research/findings/2026-06-10-nav-on-merged-smoke-PASS-hybrid-integration-works.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-10-spoken-instruction-nav-6seed-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(32)	0.0000	32	0	0	32	0	32	still-unsupported:32	False	
research/findings/2026-06-10-spoken-instruction-nav-GO.md	PASS	PASS	PASS	PASS		0.0100	19	19	0	0	0	0		False	
research/findings/2026-06-10-step2a-nav-gate-a-PASS-3of6-byte-identical.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(22)	0.0000	22	0	0	22	0	22	still-unsupported:22	False	
research/findings/2026-06-10-step2b-rf-composer-coresident-COMPLETE.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	still-unsupported:5	False	
research/findings/2026-06-10-unification-5a-plasticity-isolation-PASS-with-clip-caveat.md	FAIL	FAIL	FAIL	FAIL	unsupported(7)	0.0000	7	0	0	7	0	7	still-unsupported:7	False	
research/findings/2026-06-10-unification-5b-rf-izh-KILL-and-minimal-edit-approach.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-06-10-unification-sliced-RF-ops-edit-byte-review.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-06-10-vocab-ceiling-V64-cheap-first-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-10-vocab-ceiling-multiseed-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-11-V640-single-pool-memory-wall.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0000	4	0	0	4	0	4	still-unsupported:4	False	
research/findings/2026-06-11-build-piece-ii-V160-scale-check.md	FAIL	FAIL	FAIL	FAIL	unsupported(18)	0.0175	60	13	29	18	0	46	rounding:28;still-unsupported:18	False	
research/findings/2026-06-11-cortex-core-learned-binder-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(43)	0.0000	43	0	0	43	3	45	identifier:2;still-unsupported:43	False	
research/findings/2026-06-11-cortex-dg-ratekwta-cleanup-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0175	61	57	0	4	0	4	still-unsupported:4	False	
research/findings/2026-06-11-cortex-fixed-expansion-decorrelation-NEGATIVE.md	FAIL	FAIL	FAIL	PASS		0.1900	75	16	59	0	0	40	rounding:40	False	
research/findings/2026-06-11-cortex-learned-binder-systematicity-NEGATIVE-ON-CORRELATED.md	FAIL	FAIL	FAIL	PASS		0.0500	31	19	12	0	0	11	rounding:11	False	
research/findings/2026-06-11-cortex-sparse-attractor-poscontrol-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0100	80	49	20	11	0	28	rounding:17;still-unsupported:11	False	
research/findings/2026-06-11-cortex-storkey-ca3-cleanup-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0325	64	43	19	2	0	21	rounding:19;still-unsupported:2	False	
research/findings/2026-06-11-dual-CLS-architecture-proof-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.0775	76	21	52	3	0	54	rounding:51;still-unsupported:3	False	
research/findings/2026-06-11-dual-CLS-cortex-channel-derisk-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0300	95	64	27	4	0	31	rounding:27;still-unsupported:4	False	
research/findings/2026-06-11-dual-CLS-onsubstrate-gate-BOUNDARY.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0725	71	30	36	5	0	40	rounding:35;still-unsupported:5	False	
research/findings/2026-06-11-dual-CLS-strong-encode-derisk-BOUNDARY.md	FAIL	FAIL	FAIL	FAIL	unsupported(8)	0.0475	79	35	36	8	0	44	rounding:36;still-unsupported:8	False	
research/findings/2026-06-11-familiarity-gate-v320-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0100	13	6	6	1	0	7	rounding:6;still-unsupported:1	False	
research/findings/2026-06-11-learned-graded-embedding-confirm-GO_full.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.1225	89	40	46	3	0	49	rounding:46;still-unsupported:3	False	
research/findings/2026-06-11-learned-graded-embedding-derisk-NEGATIVE.md	FAIL	FAIL	FAIL	PASS		0.0200	21	8	13	0	0	12	rounding:12	False	
research/findings/2026-06-11-learned-graded-embedding-desaturate-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(13)	0.1000	121	23	85	13	0	96	rounding:83;still-unsupported:13	False	
research/findings/2026-06-11-learned-graded-embedding-diagnosis.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.0325	60	6	51	3	0	48	rounding:45;still-unsupported:3	False	
research/findings/2026-06-11-learned-graded-embedding-divnorm-readout-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(5);too_broad(0.487)	0.4875	53	13	35	5	0	33	rounding:28;still-unsupported:5	False	
research/findings/2026-06-11-learned-graded-embedding-homeostasis-BOUNDARY.md	FAIL	FAIL	FAIL	PASS		0.1200	68	13	55	0	0	48	rounding:48	False	
research/findings/2026-06-11-learned-graded-embedding-homeostasis-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(5);too_broad(0.302)	0.3025	83	6	72	5	0	63	rounding:58;still-unsupported:5	False	
research/findings/2026-06-11-option-B-whitening-derisk-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(17)	0.0975	59	5	37	17	0	49	rounding:32;still-unsupported:17	False	
research/findings/2026-06-12-cortex-conversation-3bridge-ensemble-GO.md	PASS	PASS	PASS	PASS		0.0275	3	3	0	0	0	0		False	
research/findings/2026-06-12-cortex-conversation-capability-GO.md	FAIL	FAIL	FAIL	PASS		0.0350	16	6	10	0	0	9	rounding:9	False	
research/findings/2026-06-12-multibridge-graded-derisk-GO.md	PASS	PASS	PASS	PASS		0.0475	3	3	0	0	0	0		False	
research/findings/2026-06-13-option-c-real-cooccurrence-derisk-INCONCLUSIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0550	28	1	23	4	0	27	rounding:23;still-unsupported:4	False	
research/findings/2026-06-13-phase1-32bridge-fanout-derisk-GO.md	FAIL	FAIL	FAIL	PASS		0.0625	6	5	1	0	0	1	rounding:1	False	
research/findings/2026-06-13-phase1-composer-architecture-routeA-GO.md	FAIL	FAIL	FAIL	PASS		0.0250	4	2	2	0	0	2	rounding:2	False	
research/findings/2026-06-14-D2-phase1-DONE-phase2-frontier.md	FAIL	FAIL	FAIL	FAIL	unsupported(23)	0.0000	23	0	0	23	0	23	still-unsupported:23	False	
research/findings/2026-06-14-L1-learned-cortex-fair-test-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(93)	0.0000	93	0	0	93	0	93	still-unsupported:93	False	
research/findings/2026-06-14-dendritic-D1-cheap-derisk-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(10)	0.0250	41	8	23	10	0	32	rounding:22;still-unsupported:10	False	
research/findings/2026-06-14-dendritic-substrate-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(24)	0.0000	24	0	0	24	6	30	identifier:6;still-unsupported:24	False	
research/findings/2026-06-14-learned-graded-cortex-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(30)	0.0000	30	0	0	30	21	52	identifier:22;still-unsupported:30	False	
research/findings/2026-06-14-option-c-paradigmatic-host-precheck-VIABLE.md	FAIL	FAIL	FAIL	FAIL	unsupported(22)	0.0000	22	0	0	22	0	22	still-unsupported:22	False	
research/findings/2026-06-14-option-c-stageB-fair-test-mechanism-wall.md	FAIL	FAIL	FAIL	FAIL	unsupported(22)	0.0000	22	0	0	22	0	22	still-unsupported:22	False	
research/findings/2026-06-14-phase1-production-32bridge-2048-concept-cortex-DELIVERED.md	FAIL	FAIL	FAIL	FAIL	unsupported(7)	0.0000	7	0	0	7	0	7	still-unsupported:7	False	
research/findings/2026-06-14-phase1-production-4bridge-validation-GO.md	FAIL	FAIL	FAIL	PASS		0.0175	11	5	6	0	0	6	rounding:6	False	
research/findings/2026-06-15-L1-SM-on-spiking-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0000	11	0	0	11	12	23	identifier:12;still-unsupported:11	False	
research/findings/2026-06-15-WM-coupling-spiking-SM-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	19	24	identifier:19;still-unsupported:5	False	
research/findings/2026-06-15-biology-faithful-online-stream-cortex-reaches-target.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.0025	8	0	5	3	0	6	rounding:3;still-unsupported:3	False	
research/findings/2026-06-15-dendritic-predictive-coding-offdiagonal-mechanism-spec.md	FAIL	FAIL	FAIL	FAIL	unsupported(13)	0.0000	13	0	0	13	11	24	identifier:11;sign-read-checked:1;still-unsupported:12	False	
research/findings/2026-06-15-natural-learning-over-time-CONVERGES-on-locality-wall.md	FAIL	FAIL	FAIL	FAIL	unsupported(102)	0.0000	102	0	0	102	0	102	still-unsupported:102	False	
research/findings/2026-06-15-off-diagonal-red-herring-ppmi-local-normalization-reaches-host.md	FAIL	FAIL	FAIL	FAIL	unsupported(47)	0.0000	47	0	0	47	0	47	still-unsupported:47	False	
research/findings/2026-06-15-offdiagonal-decorrelation-local-mechanism-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(46)	0.0000	46	0	0	46	6	52	identifier:6;still-unsupported:46	False	
research/findings/2026-06-15-on-bridge-hebbian-co-occurrence-learning-mechanism-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(44)	0.0000	53	0	9	44	0	50	rounding:6;still-unsupported:44	False	
research/findings/2026-06-15-phaseB-retinal-cortex-bridge-BUILD.md	FAIL	FAIL	FAIL	FAIL	unsupported(20)	0.0000	20	0	0	20	0	20	still-unsupported:20	False	
research/findings/2026-06-15-phaseB-spiking-cortex-WALL-rate-to-spike.md	FAIL	FAIL	FAIL	FAIL	unsupported(73)	0.0000	73	0	0	73	0	73	still-unsupported:73	False	
research/findings/2026-06-15-phaseB-task3-centering-RESULT.md	FAIL	FAIL	FAIL	FAIL	unsupported(36)	0.0000	36	0	0	36	0	36	still-unsupported:36	False	
research/findings/2026-06-15-slow-perhub-mean-primitive-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(12)	0.0000	12	0	0	12	2	14	identifier:2;still-unsupported:12	False	
research/findings/2026-06-16-biologization-sweep-conversational-pipeline.md	PASS	PASS	PASS	PASS		0.0275	1	0	1	0	0	0		False	
research/findings/2026-06-16-funcint-perception-to-memory-cheap-first.md	PASS	PASS	PASS	PASS		0.0075	14	4	10	0	0	0		False	
research/findings/2026-06-16-funcint-perception-to-memory-trained-map.md	FAIL	FAIL	FAIL	PASS		0.0300	9	0	9	0	0	7	rounding:7	False	
research/findings/2026-06-16-generalization-capstone-verbalize.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-16-generalization-capstone-vision-to-concept.md	FAIL	FAIL	FAIL	PASS		0.0450	32	3	29	0	0	24	rounding:24	False	
research/findings/2026-06-16-generalization-crossmodal-unify-cheap-first.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0150	6	0	5	1	0	6	rounding:5;still-unsupported:1	False	
research/findings/2026-06-16-generalization-frontier-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0000	4	0	0	4	4	8	identifier:4;still-unsupported:4	False	
research/findings/2026-06-16-generalization-graded-propagation.md	FAIL	FAIL	FAIL	PASS		0.0125	5	0	5	0	0	5	rounding:5	False	
research/findings/2026-06-16-generalization-onsubstrate-convergence.md	FAIL	FAIL	FAIL	PASS		0.0025	6	0	6	0	0	6	rounding:6	False	
research/findings/2026-06-16-generalization-optionB-visual-similarity.md	FAIL	FAIL	FAIL	PASS		0.0375	9	5	4	0	0	4	rounding:4	False	
research/findings/2026-06-16-harden-320-stream-cortex-learned-moat-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(14)	0.0000	14	0	0	14	0	14	still-unsupported:14	False	
research/findings/2026-06-16-learned-bind-reachable-on-stream-codes.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0050	27	12	9	6	0	15	rounding:9;still-unsupported:6	False	
research/findings/2026-06-16-navigate-to-compose-then-answer.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0025	32	21	6	5	0	11	rounding:6;still-unsupported:5	False	
research/findings/2026-06-16-navigate-to-see-then-answer.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-16-onsubstrate-learned-binder-deep-research-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(15)	0.0000	15	0	0	15	10	25	identifier:10;sign-read-checked:2;still-unsupported:13	False	
research/findings/2026-06-16-onsubstrate-learned-binder-single-attr-GO-bundling-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(38)	0.0000	38	0	0	38	0	38	still-unsupported:38	False	
research/findings/2026-06-16-sentence-generation-biologization-deep-research.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	sign-read-checked:1;still-unsupported:4	False	
research/findings/2026-06-16-sentence-generation-serial-order-cheap-first-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(20)	0.0000	20	0	0	20	0	20	still-unsupported:20	False	
research/findings/2026-06-16-step3-compose-perceived-content-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(12)	0.0000	12	0	0	12	6	18	identifier:6;still-unsupported:12	False	
research/findings/2026-06-16-step3-integration-build-scoping.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-16-step3-live-cortex-grounded-compose-cheap-first.md	FAIL	FAIL	FAIL	FAIL	unsupported(9)	0.0050	74	53	12	9	0	21	rounding:12;still-unsupported:9	False	
research/findings/2026-06-16-unified-embodied-agent-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0000	4	0	0	4	2	6	still-unsupported:6	False	
research/findings/2026-06-16-unified-embodied-agent-stage2-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(22)	0.0000	22	0	0	22	0	22	still-unsupported:22	False	
research/findings/2026-06-16-unified-stage0-smoke.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-16-unified-stage1-parser-silence-debug.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-06-16-vision-to-concept-fidelity-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0225	23	0	22	1	0	20	rounding:19;still-unsupported:1	False	
research/findings/2026-06-16-vision-to-concept-spiking-npercat-sweep.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0425	5	1	2	2	0	4	rounding:2;still-unsupported:2	False	
research/findings/2026-06-17-artificial-life-frontier-scoping.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-biased-competition-wta-multireferent-derisk.md	FAIL	FAIL	FAIL	PASS		0.0475	51	20	31	0	0	31	rounding:31	False	
research/findings/2026-06-17-capability-frontier-to-basic-LLM-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0000	6	0	0	6	5	11	identifier:5;still-unsupported:6	False	
research/findings/2026-06-17-consolidated-320-production-conversation-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-conversational-architecture-to-basic-LLM-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	3	5	identifier:4;still-unsupported:1	False	
research/findings/2026-06-17-cross-sentence-coherence-derisk.md	FAIL	FAIL	FAIL	PASS		0.0125	41	31	10	0	0	10	rounding:10	False	
research/findings/2026-06-17-dendritic-multiplicative-binding-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(31)	0.0000	31	0	0	31	5	36	identifier:5;still-unsupported:31	False	
research/findings/2026-06-17-dendritic-substrate-frontier-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(25)	0.0000	25	0	0	25	10	35	identifier:10;still-unsupported:25	False	
research/findings/2026-06-17-fixed-role-learned-filler-bundling-derisk.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0275	86	32	52	2	0	43	rounding:42;still-unsupported:1	False	
research/findings/2026-06-17-frlf-capacity-sweep-RE-OPEN-build.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0375	25	11	12	2	0	14	rounding:12;still-unsupported:2	False	
research/findings/2026-06-17-homeostatic-drive-rl-cheap-first-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-homeostatic-g11bg-reuse-mechanism-GO-loadbearing-needs-perception-arc.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0000	6	0	0	6	0	6	still-unsupported:6	False	
research/findings/2026-06-17-homeostatic-reward-plasticity-link-BY-COMPOSITION.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-06-17-homeostatic-spiking-agent-integration-BUILT.md	FAIL	FAIL	FAIL	FAIL	unsupported(3)	0.0000	3	0	0	3	0	3	still-unsupported:3	False	
research/findings/2026-06-17-homeostatic-spiking-drive-mechanism-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0000	4	0	0	4	0	4	still-unsupported:4	False	
research/findings/2026-06-17-homeostatic-sustained-agency-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-learned-multiframe-word-order-derisk.md	FAIL	FAIL	FAIL	FAIL	unsupported(18)	0.0025	58	28	12	18	0	30	rounding:12;still-unsupported:18	False	
research/findings/2026-06-17-localrule-readout-NEF-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0200	20	8	11	1	0	11	rounding:10;still-unsupported:1	False	
research/findings/2026-06-17-multihop-query-chain-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-06-17-multihop-reasoning-multiturn-dialogue-scoping.md	FAIL	FAIL	FAIL	PASS			0	0	0	0	2	2	identifier:2	False	
research/findings/2026-06-17-multireferent-disambiguation-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	still-unsupported:5	False	
research/findings/2026-06-17-multisentence-ordered-emission-derisk.md	FAIL	FAIL	FAIL	FAIL	unsupported(8)	0.0000	61	53	0	8	0	8	still-unsupported:8	False	
research/findings/2026-06-17-multiturn-anaphora-derisk-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-multiturn-narrate-integration.md	FAIL	FAIL	FAIL	FAIL	unsupported(41);low_coverage	0.0000	41	0	0	41	0	41	still-unsupported:41	False	
research/findings/2026-06-17-multiturn-ordered-wm-integration.md	FAIL	FAIL	FAIL	FAIL	unsupported(13)	0.0000	13	0	0	13	0	13	still-unsupported:13	False	
research/findings/2026-06-17-neural-error-localrule-derisk-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(14)	0.0000	14	0	0	14	0	14	still-unsupported:14	False	
research/findings/2026-06-17-offdiagonal-dendritic-derisk-NEGATIVE-ship-flat-cortex.md	FAIL	FAIL	PASS	PASS		0.0175	15	15	0	0	0	0		False	
research/findings/2026-06-17-onbridge-learned-composer-step2-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	7	4	1	2	0	3	rounding:1;still-unsupported:2	False	
research/findings/2026-06-17-onbridge-learned-filler-binding-step1-GO.md	FAIL	FAIL	FAIL	PASS		0.0075	20	13	7	0	0	7	rounding:7	False	
research/findings/2026-06-17-onbridge-neural-error-realization-boundary.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(1)	0.0000	1	0	0	1	0	1	still-unsupported:1	False	
research/findings/2026-06-17-onsubstrate-local-readout-rule-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0000	2	0	0	2	0	2	still-unsupported:2	False	
research/findings/2026-06-17-onsubstrate-readout-rule-bridge-GO.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(25)	0.0000	25	0	0	25	0	25	still-unsupported:25	False	
research/findings/2026-06-17-ordered-wm-position-binding-derisk.md	FAIL	FAIL	FAIL	FAIL	unsupported(2)	0.0300	84	41	41	2	0	41	rounding:39;still-unsupported:2	False	
research/findings/2026-06-17-productive-syntax-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(6)	0.0000	6	0	0	6	13	19	identifier:13;still-unsupported:6	False	
research/findings/2026-06-17-reconsolidation-conversational-memory-scoping.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-reconsolidation-update-derisk-GO.md	FAIL	FAIL	FAIL	PASS		0.0275	3	0	3	0	0	3	rounding:3	False	
research/findings/2026-06-17-resonate-period-free-speedup.md	FAIL	FAIL	FAIL	PASS		0.0000	9	8	1	0	1	2	identifier:1;rounding:1	False	
research/findings/2026-06-17-rf-megakernel-resonate-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-scale-ordered-wm-to-7-slot-span.md	FAIL	FAIL	FAIL	FAIL	unsupported(9)	0.0000	9	0	0	9	0	9	still-unsupported:9	False	
research/findings/2026-06-17-scaling-profile-3090-latency-is-the-wall-not-vram.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-17-snn-vsa-gpu-optimization-literature.md	FAIL	FAIL	FAIL	PASS			0	0	0	0	13	13	identifier:13	False	
research/findings/2026-06-17-within-category-error-signature-NEGATIVE.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-DA-NM-composer-closure-scoping.md	FAIL	FAIL	FAIL	PASS			0	0	0	0	3	3	identifier:3	False	
research/findings/2026-06-18-DA-composer-precision-derisk-GO.md	FAIL	FAIL	FAIL	PASS		0.0675	51	19	32	0	0	31	rounding:31	False	
research/findings/2026-06-18-DA-salience-gate-production-wireup-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0000	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-06-18-TD-cueshift-dendrite-decision-scoping.md	FAIL	FAIL	FAIL	FAIL	unsupported(8)	0.0000	8	0	0	8	0	8	still-unsupported:8	False	
research/findings/2026-06-18-attributed-entity-parser-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(10)	0.0000	10	0	0	10	0	10	still-unsupported:10	False	
research/findings/2026-06-18-conversational-brain-based-only-audit.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-emergent-graceful-degradation-derisk.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-emergent-one-brain-features-research.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-emergent-reconsolidation-in-loop-derisk.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-frame-selection-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(16)	0.0000	16	0	0	16	0	16	still-unsupported:16	False	
research/findings/2026-06-18-full-spikeification-shared-substrate-roadmap.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-learned-filler-fixed-bind-bundles-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(21)	0.0000	21	0	0	21	0	21	sign-read-checked:1;still-unsupported:20	False	
research/findings/2026-06-18-limbic-core-rpe-battery-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-TD-cueshift-consolidation-BOUNDARY.md	FAIL	FAIL	FAIL	FAIL	unsupported(5)	0.0000	5	0	0	5	0	5	still-unsupported:5	False	
research/findings/2026-06-18-merged-TD-cueshift-hetmask-BOUNDARY.md	FAIL	FAIL	FAIL	FAIL	unsupported(4)	0.0000	4	0	0	4	0	4	still-unsupported:4	False	
research/findings/2026-06-18-merged-config-homeostasis-boundary-RESOLVED.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-limbic-core-lift.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-navcritic-valuetrain-BOUNDARY.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-neural-place-code-SCOPE-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-neural-place-code-delta-probe-NEGATIVE.md	FAIL	FAIL	FAIL	FAIL	missing(1);unsupported(7)	0.0000	7	0	0	7	0	7	still-unsupported:7	False	
research/findings/2026-06-18-merged-neural-reward-QUALIFIED-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(7)	0.0000	7	0	0	7	0	7	still-unsupported:7	False	
research/findings/2026-06-18-merged-neural-reward-SCOPE-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-spiking-readout-SCOPE-GO.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-merged-value-train-root-cause-build-plan.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-multiframe-comprehension-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(10)	0.0000	10	0	0	10	0	10	still-unsupported:10	False	
research/findings/2026-06-18-navcritic-valuetrain-opmap-derisk.md	PASS	PASS	PASS	PASS			0	0	0	0	0	0		False	
research/findings/2026-06-18-neural-attributed-endtoend-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(11)	0.0000	11	0	0	11	0	11	still-unsupported:11	False	
research/findings/2026-06-18-neural-attributed-parser-GO.md	FAIL	FAIL	FAIL	FAIL	unsupported(13)	0.0000	13	0	0	13	0	13	still-unsupported:13	False	
