path	date	r5_verdict	r6_verdict	flip	r6_fail_reason
research/findings/2026-09-16-vision-nglimpses-temporal-evidence-integration-lifts-capability-2of6-to-4of6.md	2026-09-16	FAIL	FAIL		unsupported(5)
research/findings/2026-09-16-wirein-flips-biased-competition-gnw-stop-conflict-scaled-DEFAULT-ON-GO.md	2026-09-16	PASS	PASS		
research/findings/2026-09-16-wiring-flips-novelty-anaphor-qroute-DEFAULT-ON-integrated-no-regression-GO.md	2026-09-16	PASS	PASS		
research/findings/2026-09-17-affect-grounded-experience-stream-300k-PARTIAL-noise-robustness-not-data-scale.md	2026-09-17	FAIL	FAIL		unsupported(7)
research/findings/2026-09-17-affect-noise-robustness-multicue-learned-reliability-mechanism-validated-strict-bar-PARTIAL.md	2026-09-17	FAIL	FAIL		unsupported(26)
research/findings/2026-09-17-biased-competition-shared-pool-Nway-divisive-closes-3referent-residual-GO.md	2026-09-17	PASS	PASS		
research/findings/2026-09-17-da-write-gain-spiking-host-formula-circularity-closed-GO.md	2026-09-17	FAIL	FAIL		unsupported(1)
research/findings/2026-09-17-gap5-read-noise-floor-instrument-lane-is-read-noise-dominated-K18.md	2026-09-17	FAIL	FAIL		unsupported(1)
research/findings/2026-09-17-learned-spiking-constituent-boundary-segmentation-retires-host-segment-clause-GO.md	2026-09-17	FAIL	FAIL		unsupported(6)
research/findings/2026-09-17-mouth-token-supply-n2M-CAPACITY-SATURATED-at-small-sizes-lever-is-parameters-not-tokens.md	2026-09-17	FAIL	FAIL		unsupported(2)
research/findings/2026-09-17-multi-turn-agent-v2-host-anaphor-list-RETIRED-byte-identical.md	2026-09-17	PASS	PASS		
research/findings/2026-09-17-onebrain-11organ-flip-integrated-battery-da-mode-engagement-regression-HELD-default-off.md	2026-09-17	FAIL	FAIL		unsupported(11)
research/findings/2026-09-17-onebrain-wave1-wave2-organ-merge-9-organs-one-pool-GO.md	2026-09-17	PASS	PASS		
research/findings/2026-09-17-onebrain-wave3-organ-merge-ALL-11-organs-one-pool-GO.md	2026-09-17	PASS	PASS		
research/findings/2026-09-17-segmentation-verb-object-residual-is-non-existent-baseline-already-detects-lateral-competition-lever-NOGO.md	2026-09-17	FAIL	FAIL		unsupported(11)
research/findings/2026-09-17-spiking-anaphor-detection-extended-gendered-pronouns-he-she-him-her-GO.md	2026-09-17	PASS	PASS		
research/findings/2026-09-17-vision-s2-sail-anti-hebbian-decorrelation-learning-NOGO-underperforms-frozen-random-like-BCM.md	2026-09-17	FAIL	FAIL		unsupported(2)
research/findings/2026-09-17-vision-s2-template-learning-all-three-classes-NOGO-residual-is-DATA-limited-frozen-random-satdiv-GO.md	2026-09-17	FAIL	FAIL		unsupported(17)
research/findings/2026-09-17-vision-satdiv-divisive-norm-is-the-decisive-lever-for-position-invariant-readout-binding-not-load-bearing-GO.md	2026-09-17	FAIL	FAIL		unsupported(5)
research/findings/2026-09-18-scaling-go-no-go-raw-scale-falsified-lever-is-data-do-not-buy-hardware-yet.md	2026-09-18	FAIL	FAIL		unsupported(8)
research/findings/2026-09-19-load-bearing-fraction-baseline-16of26-first-reading.md	2026-09-19	FAIL	FAIL		missing(1)
research/findings/2026-09-20-hollow-affect-coloring-drive-diagnosis-and-probe-fix.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-bg-action-selection-drive-diagnosis-and-probe-fix.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-common-ground-drives-drive-diagnosis-and-probe-fix.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-discourse-register-drive.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-episodic-drive-diagnosis-and-probe-fix.md	2026-09-20	FAIL	FAIL		unsupported(1)
research/findings/2026-09-20-hollow-noncontradiction-gate-drive-diagnosis-and-probe-fix.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-set-attack-6of9-probe-artifacts-verified.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-hollow-surprise-monitor-confirm-probe-fix.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-load-bearing-fraction-6seed-0.59-robust-core-14.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-prospective-memory-drive-v2-intervening-turns-flip.md	2026-09-20	PASS	PASS		
research/findings/2026-09-20-scaling-3seed-confirm-nogo-capacity-saturated.md	2026-09-20	PASS	PASS		
research/findings/2026-09-21-load-bearing-borderline-operating-point-diagnosis.md	2026-09-21	FAIL	FAIL		unsupported(17)
research/findings/2026-09-21-load-bearing-fraction-6seed-adequate-0.85-robust-core-20.md	2026-09-21	FAIL	FAIL		unsupported(5)
research/findings/2026-09-21-open-ended-generation-single-turn-not-load-bearing-spiking-plausibility-gate-masks-draw.md	2026-09-21	FAIL	FAIL		unsupported(1)
research/findings/2026-09-22-affect-tone-decode-ceiling-diagnosis-distribution-shift-INPROGRESS.md	2026-09-22	FAIL	FAIL		unsupported(13)
research/findings/2026-09-22-affect-tone-open-output-directional-6seed-positive-asymmetric-NOGO.md	2026-09-22	FAIL	FAIL		unsupported(21)
research/findings/2026-09-22-borderline-separability-stabilizer-is-buildable.md	2026-09-22	FAIL	FAIL		unsupported(5)
research/findings/2026-09-22-metacog-graded-marker-go-6seed.md	2026-09-22	FAIL	FAIL		unsupported(11)
research/findings/2026-09-22-prospective-memory-facilitation-load-bearing-6seed.md	2026-09-22	FAIL	FAIL		unsupported(13)
research/findings/2026-09-22-source-provenance-abstain-at-tie-load-bearing-6-6.md	2026-09-22	PASS	PASS		
research/findings/2026-09-23-affect-conditioned-mouth-live-valence-diagnosis-and-staged-derisk.md	2026-09-23	FAIL	FAIL		unsupported(10)
research/findings/2026-09-23-affect-marker-settle-deliberation-and-rest-oplevel-go-6seed.md	2026-09-23	FAIL	FAIL		unsupported(24)
research/findings/2026-09-23-affect-marker-settle-fullbrain-contrast-PARTIAL-6seed.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-affect-tone-neural-coupling-6seed-subdelta-NOGO.md	2026-09-23	FAIL	FAIL		unsupported(4)
research/findings/2026-09-23-allfixes-adequate-battery-6seed-robust-core-24.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-allfixes-settle-battery-6seed-robust-core-25.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-ca3-superposed-fact-attractor-capacity-PREREGISTRATION.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-cpu-lane-harvest-curiosity-metacog-conflict-xedge-6seed-no-go.md	2026-09-23	PASS	FAIL	PASS->FAIL	unsupported(19)
research/findings/2026-09-23-cpu-lane-harvest-language-lexicon-referent-v2-S2-pending.md	2026-09-23	PASS	FAIL	PASS->FAIL	unsupported(53)
research/findings/2026-09-23-cpu-lane-harvest-language-lexicon-referent-v2-S2-scored-6seed-GO.md	2026-09-23	PASS	FAIL	PASS->FAIL	unsupported(32)
research/findings/2026-09-23-cpu-lane-harvest-perception-binding-negative-fixed-unconfirmed-competitive.md	2026-09-23	PASS	FAIL	PASS->FAIL	unsupported(19)
research/findings/2026-09-23-curiosity-metacog-lowconfidence-coupling-6seed-NOGO-banked-G4-instrument-defect.md	2026-09-23	FAIL	FAIL		unsupported(4)
research/findings/2026-09-23-d6-capacity-curve-PREREGISTRATION.md	2026-09-23	FAIL	FAIL		unsupported(1)
research/findings/2026-09-23-d6-learn-through-use-hebbian-fact-write-s42-smoke-C3-NOGO-host-kb-familiarity-leak.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-d6-learn-through-use-v2-PREREGISTRATION-readtime-view-and-engram-ablation.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-d6-learn-through-use-v3-PREREGISTRATION-capability-gate.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-d6-learn-through-use-v3-capability-gate-GO-6of6.md	2026-09-23	FAIL	FAIL		unsupported(1)
research/findings/2026-09-23-d6-learn-through-use-v3-s42-all-criteria-pass-INCOMPLETE-1of6-plus-v1-pool-banked.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-da-encoding-natural-drive-24h-persistence-PREREGISTRATION.md	2026-09-23	FAIL	FAIL		unsupported(2)
research/findings/2026-09-23-da-encoding-natural-drive-v1-D64-UNDEFINED-immediate-recall-precondition.md	2026-09-23	FAIL	FAIL		unsupported(11)
research/findings/2026-09-23-da-encoding-natural-drive-v2-D128-6seed-GO-runner-level.md	2026-09-23	FAIL	FAIL		unsupported(13)
research/findings/2026-09-23-da-encoding-natural-drive-v2-production-D128-PREREGISTRATION.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-da-encoding-natural-drive-v3-synaptic-capture-6seed-GO-runner-level.md	2026-09-23	FAIL	FAIL		unsupported(23)
research/findings/2026-09-23-da-encoding-natural-drive-v3-synaptic-capture-PREREGISTRATION.md	2026-09-23	FAIL	FAIL		unsupported(19)
research/findings/2026-09-23-da-tag-capture-chat-wire-PREREGISTRATION.md	2026-09-23	FAIL	FAIL		unsupported(2)
research/findings/2026-09-23-episodic-s100-cupy-repeats-7of7-loadbearing-robust-core-23.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-flip-validated-fixes-production-default-validation-prereg.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-live-homeostat-nogo-6seed.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-onebrain-affect-ladder-onto-cortical-pool-plus-arousal-surprise-synapse-BUILT-6seed-scored-NOT-ALL-GO.md	2026-09-23	FAIL	FAIL		unsupported(15)
research/findings/2026-09-23-open-ended-generation-production-turn-draw-lesion-seed42-and-open-ended-mode-bypass.md	2026-09-23	FAIL	FAIL		unsupported(6)
research/findings/2026-09-23-open-ended-production-turn-a3-6seed-harvest-NO-GO.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-operating-point-stabilizer-go-6seed.md	2026-09-23	FAIL	FAIL		unsupported(4)
research/findings/2026-09-23-swap-drives-adequate-probe-PREREGISTRATION.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-swap-drives-adequate-probe-s42-smoke-loadbearing-6seed-staged.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-vision-attention-gated-soft-readout-spiking-port-collapse-NOGO-banked.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-vision-configural-binding-attention-gated-soft-readout-PREREGISTERED.md	2026-09-23	PASS	PASS		
research/findings/2026-09-23-vision-configural-binding-spiking-feedback-divisive-gain-control-readout-PREREGISTERED.md	2026-09-23	FAIL	FAIL		unsupported(6)
research/findings/2026-09-23-wm-binding-holdquery-adequate-probe-PREREGISTRATION.md	2026-09-23	PASS	PASS		
research/findings/2026-09-24-affect-learned-vocabulary-PREREG.md	2026-09-24	FAIL	FAIL		unsupported(4)
research/findings/2026-09-24-affect-marker-settle-flip-criteria-AMENDMENT-PREREG.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-affect-tone-selection-content-locked-PREREG.md	2026-09-24	FAIL	FAIL		unsupported(4)
research/findings/2026-09-24-ai-teacher-chat-only-synaptic-learning-GO-6seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-ai-teacher-environment-PREREGISTRATION.md	2026-09-24	FAIL	FAIL		unsupported(3)
research/findings/2026-09-24-ca3-superposed-fact-attractor-capacity-GO-6seed-reruns-provenance-fixed.md	2026-09-24	FAIL	FAIL		unsupported(5)
research/findings/2026-09-24-chat-time-plasticity-audit-shared-cfg-hebbian-kill-and-the-local-freeze-fix.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-content-provenance-learned-facts-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-content-provenance-learned-facts-prod-and-qwenforced-GO-6seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-curiosity-metacog-commitment-veto-v5-6seed-NOGO-1of6-g13-setpoint-residual.md	2026-09-24	FAIL	FAIL		unsupported(16)
research/findings/2026-09-24-curiosity-metacog-lcne-modulator-6seed-NOGO-calibration-seed-only.md	2026-09-24	FAIL	FAIL		unsupported(11)
research/findings/2026-09-24-curiosity-metacog-lcne-phasic-gain-v4-6seed-NOGO-3of6-gain-holds-circuit-residual.md	2026-09-24	FAIL	FAIL		unsupported(21)
research/findings/2026-09-24-d6-chat-wire-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-d6-multiref-wm-learned-referent-env-flag-route-PREREGISTERED.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-da-tag-capture-chat-wire-6seed-GO-runner-level-ltm-off.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-flip-validated-fixes-production-default-battery-GO.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-gap4-transport-ceiling-bound-census-clamp-load-bearing-fullsize-UNDEFINED.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-gap4-transport-ceiling-instrument-diagnosed-dev-seed7-UNDEFINED.md	2026-09-24	FAIL	FAIL		unsupported(39)
research/findings/2026-09-24-gap4-transport-ceiling-readout-lever-PREREGISTRATION.md	2026-09-24	FAIL	FAIL		unsupported(56)
research/findings/2026-09-24-gnw-continuous-swap-branchpoint-fork-instrument-GO-6seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-gnw-continuous-swap-branchpoint-snapshot-fork-instrument-PREREGISTERED.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-language-learned-referent-production-route-GO-6seed.md	2026-09-24	FAIL	FAIL		unsupported(5)
research/findings/2026-09-24-lbf-proposed-lesion-knobs-conflict-kb-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-lbf-rows-live-organs-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-learning-rows-d5-consolidate-sleep-replay-lbf-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-lexicon-closed-class-frame-junction-PREREGISTRATION.md	2026-09-24	FAIL	FAIL		unsupported(8)
research/findings/2026-09-24-lexicon-closed-class-frame-junction-dev-s7-not-ready.md	2026-09-24	FAIL	FAIL		unsupported(8)
research/findings/2026-09-24-open-ended-gated-turn-PREREGISTRATION.md	2026-09-24	FAIL	FAIL		unsupported(2)
research/findings/2026-09-24-open-ended-gated-turn-seed7-smoke-and-flag-off-identity.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-plastic-mask-flip-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-plastic-mask-instrument-and-production-reachability.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-production-chat-phase-timing-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-production-default-battery-B2a-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-production-default-battery-B2b-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reasoning-transitive-chat-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-1.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-2.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-3.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-PREREG-AMENDMENT-4.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-reward-value-spiking-afferent-seed7-derisk-PARTIAL.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-sleep-replay-capture-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-slotbinder-l3-cupy-latency-derisk-PREREG.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-slotbinder-l3-cupy-latency-derisk-candidate-2seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-slotbinder-l3-gpu-latency-GO-6seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-slotbinder-production-composer-gate-PREREG.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-swap-drives-adequate-probe-6seed-status-1-of-6-verified.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-tom-false-belief-chat-wire-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-vision-configural-binding-spiking-feedback-divisive-gain-control-readout-NEUTRAL-6seed.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-vision-readout-port-homeostasis-6seed-PORT-REPAIRED-capability-short.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-vision-readout-port-homeostasis-intrinsic-plasticity-PREREGISTERED.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-wm-binding-ordinary-content-probe-6seed-NOGO-held-state-does-not-reach-an-ordinary-reply.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-wm-binding-ordinary-content-probe-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-wm-referent-focus-bind-anaphor-probe-PREREGISTRATION.md	2026-09-24	PASS	PASS		
research/findings/2026-09-24-xedge-in-wave3-seed7-derisk-G1-registered-FAIL-equal-pass-control-identical.md	2026-09-24	PASS	PASS		
research/findings/2026-09-25-lexicon-closed-class-frame-junction-dev-amendment2-s7-s42-NOT-READY.md	2026-09-25	PASS	PASS		
research/findings/2026-09-25-production-default-battery-B2a-FAIL.md	2026-09-25	PASS	PASS		
research/findings/2026-09-25-production-default-battery-B2a-rescored-PASS.md	2026-09-25	PASS	PASS		
research/findings/2026-09-25-sleep-replay-capture-rc-GO-6seed.md	2026-09-25	PASS	PASS		
