path	main	r5	r6	r7	r8a	r8	r8_fail_rules	r8_failing_numbers	r8_causes	r8_matched_only	total	checked	exempt	chance_p50	chance_max	synthesis	detail
research/findings/2026-09-03-ordered-attention-at-shared-fluency-bound-investigation-verdict.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(13)	13	prose=13	False	21	21	0	0.035	0.036	False	20:-0.147:prose:0.03 25:-0.347:prose:0.04 26:-0.147:prose:0.03 27:-0.125:prose:0.04 28:-0.126:prose:0.04 29:-0.125:prose:0.04 32:-0.347:prose:0.04 32:-0.147:prose:0.03 37:-0.125:prose:0.04 41:-0.125:prose:0.04 42:0.794:prose:0.04 42:0.633:prose:0.04 42:0.661:prose:0.04
research/findings/2026-09-03-satdiv-readout-mostly-in-control-BORDERLINE-refined.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(2)	2	near-miss=2	False	36	36	0	0.028	0.242	False	147:0.013:near-miss:0.24 148:0.013:near-miss:0.24
research/findings/2026-09-03-spiking-content-addressable-read-DESIGN.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(37)	37	identifier=24 prose=13	False	37	37	0	0.000	0.036	False	28:-0.125:prose:0.04 29:-0.1252:prose:0.00 30:-0.126:prose:0.04 31:-0.147:prose:0.03 32:-0.347:prose:0.04 33:-0.461:prose:0.04 50:2302.13939:identifier:0.00 51:2406.03287:identifier:0.00 52:2605.13859:identifier:0.00 53:2604.11321:identifier:0.00 54:2209.15425:identifier:0.00 54:2304.11954:prose:0.00 55:2408.14909:identifier:0.00 56:2406.02923:identifier:0.00 71:10.1126:identifier:0.00 71:1610.06258:identifier:0.00 71:2102.11174:identifier:0.00 83:2006.16236:identifier:0.00 120:-0.461:prose:0.04 120:-0.125:prose:0.04 226:-0.147:prose:0.03 226:-0.125:prose:0.04 236:-0.461:prose:0.04 237:-0.147:prose:0.03 241:2302.13939:identifier:0.00 241:2408.14909:identifier:0.00 241:2406.02923:identifier:0.00 241:2209.15425:identifier:0.00 241:2304.11954:identifier:0.00 241:2406.03287:identifier:0.00 241:2605.13859:identifier:0.00 241:2604.11321:identifier:0.00 241:2006.16236:identifier:0.00 241:2102.11174:identifier:0.00 241:1610.06258:identifier:0.00 241:10.1126:identifier:0.00 241:10.1038:identifier:0.00
research/findings/2026-09-03-spiking-depth-tokens-closing-fluency-gap-milestone.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(14)	14	no-pool=14	False	14	14	0	0.000	0.000	False	20:-0.125:no-pool:0.00 20:-0.125:no-pool:0.00 20:-0.125:no-pool:0.00 20:-0.124:no-pool:0.00 20:-0.115:no-pool:0.00 27:-0.1252:no-pool:0.00 30:0.175:no-pool:0.00 30:-0.125:no-pool:0.00 30:-0.125:no-pool:0.00 35:-0.125:no-pool:0.00 35:-0.125:no-pool:0.00 37:-0.125:no-pool:0.00 39:2408.14909:no-pool:0.00 39:2406.02923:no-pool:0.00
research/findings/2026-09-03-spiking-divnorm-gate-NO-GO-cross-channel-pool-over-suppresses.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(4) unsupported(10)	10	no-pool=10	False	10	10	0	0.000	0.000	False	29:-0.125:no-pool:0.00 33:-0.881:no-pool:0.00 33:5.038:no-pool:0.00 34:-0.874:no-pool:0.00 34:5.030:no-pool:0.00 35:-0.881:no-pool:0.00 35:5.037:no-pool:0.00 36:-2.979:no-pool:0.00 36:7.135:no-pool:0.00 47:-0.125:no-pool:0.00
research/findings/2026-09-03-spiking-mouth-ssm-dualnonneg-fluency-NO-GO-first-brain-based-baseline.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(12)	12	no-pool=12	False	12	12	0	0.000	0.000	False	27:4.616:no-pool:0.00 27:-0.461:no-pool:0.00 28:4.280:no-pool:0.00 28:-0.125:no-pool:0.00 29:4.155:no-pool:0.00 33:-0.492:no-pool:0.00 33:-0.468:no-pool:0.00 33:-0.470:no-pool:0.00 33:-0.416:no-pool:0.00 33:-0.459:no-pool:0.00 33:-0.458:no-pool:0.00 35:0.125:no-pool:0.00
research/findings/2026-09-03-trigram-baseline-strength-characterization-not-saturated-tokenization-sensitive.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(27) too_broad(8)	35	identifier=2 prose=25 too-broad=8	False	51	47	4	0.036	0.233	False	26:4.1567:prose:0.03 26:4.157:prose:0.08 38:4.8041:prose:0.12 39:4.4563:prose:0.23 40:4.2457:prose:0.04 41:4.1567:prose:0.03 41:4.155:prose:0.08 48:-0.348:prose:0.04 48:-0.116:prose:0.03 49:-0.211:prose:0.04 49:-0.047:prose:0.04 50:-0.089:prose:0.03 50:-0.022:prose:0.04 64:4.415:too-broad:0.11 64:4.438:too-broad:0.11 64:4.404:too-broad:0.11 64:4.414:too-broad:0.11 64:4.401:too-broad:0.11 64:4.4153:too-broad:0.23 67:4.415:too-broad:0.11 67:4.155:prose:0.08 67:4.415:too-broad:0.11 75:5.633:prose:0.07 76:3.2261:prose:0.04 76:1.993:prose:0.02 77:3.9874:prose:0.05 77:1.544:prose:0.00 78:4.1567:prose:0.03 78:1.437:prose:0.00 79:4.6443:prose:0.09 79:1.310:prose:0.00 83:4.157:prose:0.08 83:4.644:prose:0.11 102:2306.06892:identifier:0.00 103:1904.02879:identifier:0.00
research/findings/2026-09-03-vision-configural-binding-PARTIAL-3of6-below-5of6-gate-anticheats-confirm-genuine-signal.md	PASS	PASS	PASS	PASS	PASS	FAIL	too_broad(1)	1	too-broad=1	True	50	32	18	0.024	0.140	False	132:0.375:too-broad:0.14
research/findings/2026-09-03-vision-configural-binding-crossing-is-mostly-capacity-anticheat-caught-it.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-03-vision-satdiv-divisive-norm-readout-BORDERLINE.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(3)	3	identifier=2 near-miss=1	False	68	67	1	0.026	0.047	False	112:0.1459:near-miss:0.02 214:10.1038:identifier:0.00 218:10.1016:identifier:0.00
research/findings/2026-09-03-wkv-fluency-crux-simplewiki-bpe-NO-GO-loses-to-trigram.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(11)	11	no-pool=11	False	11	11	0	0.000	0.000	False	26:-0.147:no-pool:0.00 26:-0.128:no-pool:0.00 26:-0.138:no-pool:0.00 26:-0.092:no-pool:0.00 26:-0.124:no-pool:0.00 26:-0.123:no-pool:0.00 34:4.280:no-pool:0.00 35:4.157:no-pool:0.00 38:-0.125:no-pool:0.00 44:0.084:no-pool:0.00 49:0.084:no-pool:0.00
research/findings/2026-09-04-affect-coupling-neural-not-host-PARTIAL.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	3	0	3			False	
research/findings/2026-09-04-affect-neural-default-on-negpa-sweep-NOT-READY.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	8	3	5	0.011	0.011	False	
research/findings/2026-09-04-da-gated-encoding-wave0-gap4a-currency-reverify-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	5	5	0	0.000	0.000	False	
research/findings/2026-09-04-fluency-scale-wt103-linattn-below-trigram-on-broad-domain.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	37	37	0	0.008	0.013	False	
research/findings/2026-09-04-generative-wander-production-scale-6seed-PARTIAL-blend-balance-collapse.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	55	55	0	0.030	0.039	False	
research/findings/2026-09-04-generator-trace-mislabel-fix.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-04-gnw-lc-ne-adaptive-gain-swap-eviction-GO.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(2) too_broad(4)	6	html-comment=1 prose=1 too-broad=4	False	13	13	0	0.010	0.044	False	107:0.0014:html-comment:0.01 109:0.167:prose:0.04 136:0.550:too-broad:0.04 136:0.583:too-broad:0.04 137:0.533:too-broad:0.04 137:0.567:too-broad:0.04
research/findings/2026-09-04-gpu-queue-dispatcher-tracking-fix.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-04-linattn-affect-coupling-sharpness-aware-GO.md	PASS	PASS	FAIL	PASS	PASS	PASS		0		False	14	10	4	0.031	0.031	False	
research/findings/2026-09-04-linattn-flip-confirmation-affect-still-hollow-live-NOGO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(1)	1	prose=1	False	1	1	0	0.000	0.000	False	30:0.040:prose:0.00
research/findings/2026-09-04-linattn-shunt-gain-tier1-PARTIAL-5of6.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(24) too_broad(25)	49	near-miss=2 prose=17 sign=5 too-broad=25	False	93	90	3	0.048	0.084	False	28:0.036:near-miss:0.08 28:0.057:too-broad:0.08 47:-0.0032:prose:0.03 47:4.018:too-broad:0.08 48:-0.0053:prose:0.03 48:4.031:too-broad:0.08 49:-0.0025:prose:0.03 49:4.066:too-broad:0.08 50:-0.0033:prose:0.03 50:4.018:too-broad:0.08 51:-0.0030:prose:0.03 51:4.082:too-broad:0.08 52:-0.0033:prose:0.03 52:3.992:too-broad:0.08 52:0.0021:prose:0.04 54:-0.0025:prose:0.03 54:-0.0053:prose:0.03 55:-0.0033:prose:0.03 58:0.039:too-broad:0.07 58:0.049:too-broad:0.08 58:0.060:too-broad:0.08 59:0.003:near-miss:0.08 65:0.037:too-broad:0.07 114:0.000:too-broad:0.08 115:0.000:too-broad:0.08 116:0.000:too-broad:0.08 118:0.018:too-broad:0.08 119:0.407:too-broad:0.08 137:1.005:too-broad:0.05 138:0.827:too-broad:0.04 191:0.039:too-broad:0.07 212:0.049:too-broad:0.08 212:-0.0049:sign:0.03 212:0.0458:prose:0.06 213:0.053:too-broad:0.08 213:-0.0370:sign:0.01 213:0.0477:prose:0.06 214:0.051:too-broad:0.08 214:-0.0498:sign:0.00 214:0.0485:prose:0.06 215:0.051:too-broad:0.08 215:-0.0016:sign:0.03 215:0.0477:prose:0.06 216:0.060:too-broad:0.08 216:-0.0346:sign:0.01 217:0.039:too-broad:0.07 217:0.0357:prose:0.05 219:0.0357:prose:0.05 220:0.0021:prose:0.04
research/findings/2026-09-04-onebrain-stage1-qwen-fallback-retire-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	3	0	3			False	
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-BUILD-AHEAD.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1)	0		False	2	0	2			False	
research/findings/2026-09-04-onebrain-stage2-touchpoint-a-fact-clause-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-04-recall-gate-reaches-real-ltm-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-04-slotbinder-L2-sparse-fanout-derisk-GO-fits-3090-and-composes.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-04-slotbinder-live-scale-derisk-NOGO-dense-pathway-blowup.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(2) too_broad(2)	2	too-broad=2	False	10	10	0	0.005	1.000	False	127:2020.1195:too-broad:1.00 127:2020.1360:too-broad:1.00
research/findings/2026-09-04-vision-crossing-heldout-scramble-anticheat-PARTIAL.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	7	7	0	0.012	0.013	False	
research/findings/2026-09-04-vsa-composer-learned-retirement-ROADMAP.md	PASS	PASS	FAIL	FAIL	FAIL	FAIL	unsupported(6) too_broad(10)	16	identifier=2 near-miss=4 too-broad=10	False	16	16	0	0.107	0.184	False	88:0.002:too-broad:0.10 88:0.007:near-miss:0.11 89:0.993:too-broad:0.11 148:0.982:near-miss:0.12 190:0.857:too-broad:0.13 190:0.286:too-broad:0.13 191:0.571:too-broad:0.18 194:0.002:too-broad:0.10 194:0.007:near-miss:0.11 194:0.993:too-broad:0.11 195:1.000:too-broad:0.11 203:1.000:too-broad:0.11 204:0.000:too-broad:0.10 208:2506.01820:identifier:0.00 251:0.982:near-miss:0.12 390:2506.01820:identifier:0.00
research/findings/2026-09-04-wkv-mouth-bpe-caps-fix-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	1	1	0	0.000	0.000	False	
research/findings/2026-09-05-affect-experienced-opponent-gate-needs-embodiment-BOUNDARY.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(3)	3	prose=3	False	18	16	2	0.023	0.025	False	169:0.294:prose:0.03 180:0.294:prose:0.03 188:0.294:prose:0.03
research/findings/2026-09-05-affect-gate-embodied-US-necessary-not-sufficient-concept-code-must-be-grounded-BOUNDARY.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	11	11	0	0.031	0.032	False	
research/findings/2026-09-05-affect-gate-grounded-concept-code-lifts-ceiling-requirements-derisk-PARTIAL.md	PASS	FAIL	FAIL	PASS	PASS	FAIL	too_broad(36)	36	too-broad=36	True	56	56	0	0.050	0.070	False	18:0.000:too-broad:0.05 45:0.000:too-broad:0.05 79:0.059:too-broad:0.05 79:0.020:too-broad:0.05 82:0.539:too-broad:0.07 84:0.029:too-broad:0.05 84:0.088:too-broad:0.05 85:0.127:too-broad:0.06 87:0.539:too-broad:0.07 89:0.539:too-broad:0.07 94:0.029:too-broad:0.05 94:0.150:too-broad:0.06 94:0.431:too-broad:0.07 94:0.489:too-broad:0.07 94:0.471:too-broad:0.07 94:0.601:too-broad:0.05 95:0.216:too-broad:0.06 95:0.587:too-broad:0.05 96:0.431:too-broad:0.07 97:0.049:too-broad:0.05 97:0.608:too-broad:0.05 98:0.000:too-broad:0.05 98:0.042:too-broad:0.05 98:0.147:too-broad:0.06 98:0.190:too-broad:0.06 98:0.294:too-broad:0.06 98:0.369:too-broad:0.07 99:0.010:too-broad:0.05 99:0.064:too-broad:0.05 99:0.049:too-broad:0.05 99:0.204:too-broad:0.06 99:0.186:too-broad:0.06 99:0.268:too-broad:0.06 101:0.431:too-broad:0.07 101:0.147:too-broad:0.06 101:0.049:too-broad:0.05
research/findings/2026-09-05-affect-grounded-experience-stream-hebbian-convergence-teaches-separable-code-derisk-PARTIAL.md	PASS	FAIL	FAIL	PASS	PASS	FAIL	too_broad(18)	18	too-broad=18	True	26	26	0	0.066	0.070	False	76:0.059:too-broad:0.07 76:0.020:too-broad:0.07 80:0.598:too-broad:0.04 81:0.069:too-broad:0.07 81:0.088:too-broad:0.07 82:0.059:too-broad:0.07 88:0.010:too-broad:0.07 89:0.010:too-broad:0.07 89:0.023:too-broad:0.07 94:0.049:too-broad:0.07 94:0.101:too-broad:0.07 94:0.010:too-broad:0.07 94:0.108:too-broad:0.07 94:0.208:too-broad:0.07 95:0.039:too-broad:0.07 97:0.010:too-broad:0.07 97:0.039:too-broad:0.07 97:0.078:too-broad:0.07
research/findings/2026-09-05-affect-learned-gate-retry-register-confound-BOUNDARY.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	13	10	3	0.020	0.022	False	
research/findings/2026-09-05-affect-noise-robust-homeostatic-three-factor-convergence-clears-strict-bar-derisk-GO.md	PASS	FAIL	FAIL	PASS	PASS	FAIL	too_broad(29)	29	too-broad=29	True	35	35	0	0.072	0.091	False	88:0.598:too-broad:0.07 88:0.605:too-broad:0.07 88:0.010:too-broad:0.06 89:0.059:too-broad:0.06 91:0.598:too-broad:0.07 91:0.598:too-broad:0.07 91:0.598:too-broad:0.07 91:0.804:too-broad:0.06 91:0.804:too-broad:0.06 91:0.775:too-broad:0.06 92:0.912:too-broad:0.04 93:0.196:too-broad:0.07 93:0.402:too-broad:0.09 93:0.598:too-broad:0.07 93:0.804:too-broad:0.06 96:0.049:too-broad:0.06 97:0.127:too-broad:0.07 97:0.059:too-broad:0.06 98:0.598:too-broad:0.07 101:0.467:too-broad:0.09 102:0.059:too-broad:0.06 105:0.245:too-broad:0.07 105:0.598:too-broad:0.07 106:0.598:too-broad:0.07 106:0.598:too-broad:0.07 109:0.598:too-broad:0.07 111:0.529:too-broad:0.09 112:0.451:too-broad:0.09 112:0.353:too-broad:0.08
research/findings/2026-09-05-affect-onsubstrate-noise-robust-convergence-spiking-port-built-mechanism-realized-strict-zeroFP-structural-boundary-6seed-queued-BOUNDARY.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(1)	1	prose=1	False	14	14	0	0.010	0.013	False	93:0.583:prose:0.01
research/findings/2026-09-05-d5-depth-hold-direct-read-NO-GO-cross-topic-baseline-not-comparable.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(3)	3	near-miss=3	False	38	38	0	0.006	0.010	False	48:0.499:near-miss:0.01 49:0.427:near-miss:0.01 51:0.284:near-miss:0.01
research/findings/2026-09-05-da-write-gain-spiking-derisk-GO.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(2)	2	prose=2	False	29	28	1	0.007	0.056	False	77:1.440:prose:0.06 77:0.9994:prose:0.03
research/findings/2026-09-05-deltanet-delta-rule-write-on-linattn-BUILT-wt103-direction-test-queued.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	16	8	8	0.018	0.018	False	
research/findings/2026-09-05-deltanet-wt103-direction-test-modest-lift-below-bar-NO-GO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(1)	1	prose=1	False	10	10	0	0.014	0.018	False	45:0.035:prose:0.02
research/findings/2026-09-05-enable-spiking-sc-split-verdict-organ-flag-GO-library-default-reverted.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	5	4	1	0.006	0.008	False	
research/findings/2026-09-05-eval-corpus-instrument-and-token-supply-decisive-test-queued.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	7	6	1	0.009	0.009	False	
research/findings/2026-09-05-gateB-appraisal-interoceptive-afferent-derisk-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	19	19	0	0.000	0.035	False	
research/findings/2026-09-05-gateB-appraisal-interoceptive-production-flip-GO.md	PASS	PASS	PASS	FAIL	FAIL	FAIL	too_broad(2)	2	too-broad=2	False	31	26	5	0.001	0.523	False	101:0.959938:too-broad:0.52 101:0.959938:too-broad:0.52
research/findings/2026-09-05-gnw-congruence-spiking-read-rank8-derisk-GO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(1) too_broad(3)	4	near-miss=1 too-broad=3	False	6	6	0	0.043	0.044	False	83:0.270:too-broad:0.04 83:0.306:too-broad:0.04 83:0.225:too-broad:0.04 83:0.287:near-miss:0.04
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-PRODUCTION-FLIP-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-05-gnw-stop-trigger-accbg-circuit-derisk-GO.md	PASS	FAIL	FAIL	PASS	PASS	FAIL	too_broad(14)	14	too-broad=14	True	14	14	0	0.117	0.117	False	56:0.000:too-broad:0.12 61:0.000:too-broad:0.12 78:0.067:too-broad:0.12 78:0.306:too-broad:0.12 79:0.044:too-broad:0.12 79:0.294:too-broad:0.12 80:0.000:too-broad:0.12 80:0.278:too-broad:0.12 81:0.022:too-broad:0.12 81:0.300:too-broad:0.12 82:0.017:too-broad:0.12 82:0.289:too-broad:0.12 83:0.056:too-broad:0.12 83:0.278:too-broad:0.12
research/findings/2026-09-05-hippokey-hippo-ssm-content-addressable-attention-NO-GO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(10) too_broad(8)	18	near-miss=5 prose=5 too-broad=8	False	18	18	0	0.105	0.106	False	67:-0.323:too-broad:0.10 67:-0.286:too-broad:0.10 67:-0.340:too-broad:0.10 67:-0.210:too-broad:0.10 67:-0.283:too-broad:0.10 67:-0.260:too-broad:0.10 67:-0.284:near-miss:0.11 74:0.735:too-broad:0.10 74:-0.660:near-miss:0.08 74:-0.547:prose:0.09 74:-0.420:prose:0.10 74:-0.338:near-miss:0.10 74:-0.284:near-miss:0.11 88:-0.347:too-broad:0.10 89:-0.147:prose:0.10 90:-0.125:prose:0.10 91:-0.284:near-miss:0.11 92:0.0505:prose:0.01
research/findings/2026-09-05-linattn-bare-default-fresh-subprocess-verdict.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	2	1	1	0.000	0.000	False	
research/findings/2026-09-05-linattn-check-b-dropped-nogo-recovered-and-reproduced.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-05-metacog-accumulation-to-bound-middle-band-PARTIAL.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(3) too_broad(29)	32	near-miss=2 prose=1 too-broad=29	False	34	32	2	0.382	0.423	False	46:0.825:too-broad:0.32 50:0.959:too-broad:0.22 50:0.954:too-broad:0.22 50:0.825:too-broad:0.32 99:0.867:prose:0.29 99:0.058:near-miss:0.29 136:0.574:too-broad:0.39 136:0.600:too-broad:0.38 136:0.026:near-miss:0.26 137:0.306:too-broad:0.40 137:0.444:too-broad:0.42 137:0.139:too-broad:0.35 138:0.487:too-broad:0.42 138:0.575:too-broad:0.39 138:0.087:too-broad:0.31 139:0.446:too-broad:0.42 139:0.530:too-broad:0.42 139:0.084:too-broad:0.31 143:0.542:too-broad:0.41 143:0.586:too-broad:0.38 144:0.043:too-broad:0.27 149:0.585:too-broad:0.38 149:0.618:too-broad:0.38 149:0.525:too-broad:0.42 149:0.631:too-broad:0.37 150:0.446:too-broad:0.42 150:0.530:too-broad:0.42 151:0.553:too-broad:0.40 151:0.490:too-broad:0.42 157:0.446:too-broad:0.42 169:0.585:too-broad:0.38 169:0.631:too-broad:0.37
research/findings/2026-09-05-metacog-spiking-margin-prodflip-verify-NOGO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(2) too_broad(8)	10	prose=2 too-broad=8	False	12	12	0	0.126	0.127	False	230:0.450:too-broad:0.13 230:0.336:too-broad:0.12 230:0.413:too-broad:0.13 230:0.402:too-broad:0.13 231:0.442:too-broad:0.13 231:0.396:too-broad:0.12 231:0.482:too-broad:0.13 231:0.368:too-broad:0.12 232:0.504:prose:0.13 232:0.615:prose:0.09
research/findings/2026-09-05-metacog-spiking-recall-margin-derisk-PARTIAL.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(6) too_broad(28)	34	identifier=3 near-miss=3 too-broad=28	False	36	34	2	0.168	0.266	False	49:0.805:too-broad:0.17 49:0.946:too-broad:0.13 49:0.083:too-broad:0.17 50:0.855:too-broad:0.16 50:0.938:too-broad:0.13 50:0.125:too-broad:0.18 51:0.775:too-broad:0.17 51:0.801:too-broad:0.17 51:0.062:too-broad:0.17 52:0.826:too-broad:0.16 52:0.919:too-broad:0.14 52:0.107:too-broad:0.18 53:0.834:too-broad:0.16 53:0.900:too-broad:0.14 53:0.156:too-broad:0.20 54:0.696:too-broad:0.19 54:0.786:too-broad:0.17 54:0.000:too-broad:0.15 56:0.959:too-broad:0.13 56:0.954:too-broad:0.13 58:0.786:too-broad:0.17 58:0.946:too-broad:0.13 58:0.000:too-broad:0.15 58:0.156:too-broad:0.20 60:0.946:too-broad:0.13 60:0.457:too-broad:0.26 60:0.805:too-broad:0.17 60:0.410:too-broad:0.25 66:1903.09215:identifier:0.00 78:0.504:identifier:0.27 78:0.615:identifier:0.20 80:0.504:near-miss:0.27 80:0.504:near-miss:0.27 80:0.615:near-miss:0.20
research/findings/2026-09-05-mouth-broad-domain-fluency-deep-research-ladder.md	PASS	PASS	FAIL	FAIL	FAIL	FAIL	unsupported(13)	13	identifier=7 prose=6	False	13	13	0	0.000	0.010	False	13:2412.06464:identifier:0.00 13:2503.14456:identifier:0.00 14:2406.06484:identifier:0.00 16:2602.18131:identifier:0.00 17:2511.05560:identifier:0.00 17:2305.16264:identifier:0.00 18:2203.15556:identifier:0.00 112:-0.347:prose:0.01 112:-0.147:prose:0.01 112:-0.284:prose:0.01 113:0.794:prose:0.01 113:0.633:prose:0.01 113:0.661:prose:0.01
research/findings/2026-09-05-mouth-objective-lever-flat-on-broad-domain-architecture-is-wrong-axis-NO-GO.md	PASS	FAIL	FAIL	FAIL	FAIL	FAIL	unsupported(6)	6	prose=6	False	19	19	0	0.013	0.019	False	46:-0.005:prose:0.02 46:-0.012:prose:0.02 46:-0.010:prose:0.02 46:-0.007:prose:0.02 46:0.005:prose:0.02 48:0.005:prose:0.02
research/findings/2026-09-05-mouth-token-scaling-step1-simplewiki-domain-mix-NO-GO.md	FAIL	FAIL	FAIL	FAIL	FAIL	FAIL	missing(1) unsupported(19)	19	prose=19	False	24	24	0	0.007	0.010	False	49:0.964:prose:0.01 49:-0.627:prose:0.01 49:-0.524:prose:0.01 49:-0.459:prose:0.01 49:-0.397:prose:0.01 49:-0.312:prose:0.01 50:-0.454:prose:0.01 51:-0.025:prose:0.01 51:-0.057:prose:0.01 51:-0.070:prose:0.01 51:-0.057:prose:0.01 51:-0.041:prose:0.01 51:-0.026:prose:0.01 53:-0.026:prose:0.01 54:4.765:prose:0.01 54:8.641:prose:0.01 55:3.876:prose:0.00 55:5.878:prose:0.01 55:1.113:prose:0.00
research/findings/2026-09-05-onebrain-fact-shard-dg-ca3-sublinear-spiking-retrieval-derisk-GO.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	5	5	0	0.000	0.017	False	
research/findings/2026-09-05-onebrain-fact-shard-wirein-production-composer.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	10	10	0	0.021	0.021	False	
research/findings/2026-09-05-onebrain-single-pool-production-flip-derisk-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-05-own-voice-fluency-reaim-objective-and-capacity-ROADMAP.md	PASS	PASS	FAIL	FAIL	FAIL	FAIL	unsupported(11) too_broad(8)	19	identifier=2 near-miss=5 prose=4 too-broad=8	False	19	19	0	0.074	0.075	False	11:-0.347:too-broad:0.07 11:-0.147:prose:0.07 11:-0.284:near-miss:0.07 13:0.0505:prose:0.01 16:0.794:near-miss:0.07 16:0.633:too-broad:0.07 17:0.661:too-broad:0.07 25:0.794:near-miss:0.07 26:0.633:too-broad:0.07 26:0.661:too-broad:0.07 27:2203.15556:identifier:0.00 50:-0.347:too-broad:0.07 50:-0.147:prose:0.07 51:-0.284:near-miss:0.07 61:0.0505:prose:0.01 70:0.794:near-miss:0.07 71:0.633:too-broad:0.07 71:0.661:too-broad:0.07 79:2203.15556:identifier:0.00
research/findings/2026-09-05-per-step-kernel-profile-composer-latency-reducible-GPU.md	PASS	FAIL	FAIL	PASS	PASS	PASS		0		False	8	8	0	0.001	0.007	False	
research/findings/2026-09-05-rank10-curiosity-graded-novelty-familiarity-scaffold-derisk-GO.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	9	9	0	0.006	0.013	False	
research/findings/2026-09-05-rank11-topic-swap-scaffold-backlog-item-already-integrated.md	PASS	FAIL	FAIL	PASS	FAIL	FAIL	unsupported(1) too_broad(4)	5	code-span=1 too-broad=4	False	6	6	0	0.047	0.047	False	120:0.306:too-broad:0.05 120:0.2666:code-span:0.00 121:0.267:too-broad:0.05 121:0.159:too-broad:0.05 121:0.159:too-broad:0.05
research/findings/2026-09-05-rank13-selfid-anaphora-PRODUCTION-FLIP-NO-GO-stale-referent-selfalias-misroute.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
research/findings/2026-09-05-rank13-selfid-anaphora-production-flip-CORRECTED-DIAGNOSIS.md	PASS	PASS	PASS	PASS	PASS	PASS		0		False	0	0	0			False	
