# claim_check retro-scan, 2026-09-25: MAIN's tools/claim_check.py (7e2edc08e, standalone <!--derived--> runs to the next '## ' heading)
# vs ROUND 4's parser-based tools/claim_check.py (branch research/claimcheck-parser-scope @ 214e509bf).
# Run inside the round-4 worktree, so both checkers resolve the SAME artifacts (research/findings/raw files that are
# untracked in the primary checkout are absent here for BOTH; a 'missing artifact' reason is shared, not new).
# Populations: (a) research/findings/*.md ADDED on main since 2026-09-01 (git log --since=2026-09-01 --diff-filter=A):
# 353 paths, 351 on disk; (b) the whole corpus, research/findings/*.md: 2970 docs.
#
# COUNTS                              (a) since 2026-09-01   (b) whole corpus
#   main-pass / new-pass                      286                 1462
#   main-pass / new-FAIL                       34                  168
#   main-FAIL / new-pass                        0                    0
#   main-FAIL / new-FAIL                       31                 1340
#     of which round 4 flags MORE numbers         6                   21   (docs where round 4 flags FEWER: 0)
# main-pass/new-fail reasons (a): {'unsupported number': 33, 'unsupported number + low coverage': 1}
# main-pass/new-fail reasons (b): {'unsupported number': 152, 'unsupported number + low coverage': 1, 'low coverage': 15}
#
# WHY each flagged line moved (column scope_change; flagged LINES, whole corpus): the marker's scope used to run to the
# next '## ' heading and now covers only its next paragraph/list/table, so a number in a LATER block of the same
# section is checked ('later block in the same section'); a marker directly before a heading, a fence or a non-comment
# html block now covers nothing; a lazy continuation line after a list item is checked; a marker inside a fence is text.
# Classification is descriptive (scratch script, same parser), not part of the checker.
#
# A FLAG IS NOT PROOF OF AN ERROR. 'unsupported number' means the number does not appear in any cited artifact within
# tolerance and is no longer inside a derived scope. Many flagged numbers are legitimate re-quotes, rounded means or
# differences whose author relied on the old section-wide scope and would now mark them inline or with a range; some
# may be genuine errors. This scan did not read them. The board (GAP_CLOSURE_MISSION.md, 02:55 claim-check entry)
# records audit branches research/claimcheck-audit-1..4 with 8 corrections from a manual pass over ROUND 2's flags;
# those edits are not merged and not reflected here. 'low coverage' = >= 40 numeric claims with < 5% checked.
# claim_check runs only on newly ADDED findings at commit, so none of these legacy docs blocks anything.
#
# Columns: doc | population | direction | new_reasons | main_reasons | new_unsupported_n | new_unsupported (line=value,
# first 6) | new_checked/total | new_suppressed_by_mechanism | scope_change (flagged lines by cause)
doc	population	direction	new_reasons	main_reasons	new_unsupported_n	new_unsupported	new_checked_total	new_suppressed	scope_change
research/findings/2026-08-08-episodic-CA3-completion-CLOSED-within-assembly-attractor-potentiation-loadbearing-WTA-still-negative.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L102=0.0417, L104=0.005804, L105=0.00580357	6/13	section=0 range=0 block=7 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-08-fm-learned-twopath-spiking-readout-burns-down-dale-shift-wall.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L71=0.267	1/13	section=0 range=0 block=10 inline=2 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-08-graded-affect-persistence-research-gate-bistable-ladder-robust-integrator.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L167=0.003	1/5	section=0 range=0 block=0 inline=4 synthesis=0	standalone marker inside a fence (text, not a marker) x1
research/findings/2026-08-08-pragmatics-communicative-success-neural-coincidence-detector-leg1-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L60=0.256, L69=0.3	5/17	section=0 range=0 block=10 inline=2 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-08-pragmatics-readback-leg2-v2-oracle-RESOLVED-convergence-NEGATIVE-critic-value-fallback.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	16	L34=0.667, L35=0.556, L79=0.444, L79=0.222, L79=0.167, L92=0.667, +10 more	26/52	section=0 range=0 block=26 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x7; lazy continuation line after a list/blockquote item x2
research/findings/2026-08-08-stageA-generator-mouth-wired-live-prose-lesion-battery-3seed.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L95=0.076	2/2	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-08-stageA-seams-A-C-forward-model-graded-affect-coresident-integration-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L85=0.068, L91=0.067, L91=0.07	7/11	section=0 range=0 block=4 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-08-teacher-loop-sleep-replay-consolidation-self-replay-beats-catastrophic-forgetting.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L25=0.995	3/3	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-09-fm-neural-wta-readout-lateral-inhibition-winner-load-bearing-but-underperforms-host-argmax-NEGATIVE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L86=0.333	2/27	section=0 range=0 block=25 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-09-generative-replay-beats-buffer-but-generator-itself-forgets-and-bounds-storage-not-compute-PARTIAL.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L34=0.692	1/12	section=0 range=0 block=10 inline=1 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-09-non-forgetting-generative-replay-generator-matches-flat-store.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L98=0.0002, L100=0.958, L100=0.266, L100=0.692, L101=0.692, L102=0.946	10/56	section=0 range=0 block=43 inline=3 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-09-prioritized-replay-fixed-k-fails-at-scale-compute-half-NEGATIVE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L37=0.627, L37=0.893, L37=0.266, L38=0.627, L38=0.547	5/10	section=0 range=0 block=5 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-09-scaled-norm-readout-rescues-collapse-at-scale-but-residual-is-under-drive-PARTIAL.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L35=0.973	1/14	section=0 range=0 block=13 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-09-teacher-loop-sleep-replay-budget-sweep-more-replay-does-not-reach-ceiling-NEGATIVE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L113=0.988	3/21	section=0 range=0 block=18 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-09-weight-protection-does-not-stack-on-self-replay-honest-negative.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L66=0.032	14/29	section=0 range=0 block=15 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-10-INTEGRATION-3c-certainty-band-opponent-margin-robust-turn13-all6-clear-002.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	13	L73=0.0521, L73=0.0662, L73=0.0152, L73=0.0197, L74=0.0143, L74=0.019, +7 more	14/47	section=0 range=0 block=33 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x7
research/findings/2026-08-10-NE-LC-gain-vigilance-REAL-SUBSTRATE-does-not-robustly-transfer-3of6.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L54=0.716, L55=0.818, L55=0.64, L55=0.116, L55=-0.171, L56=1.073	6/6	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-10-gap5-BTSP-emergently-forms-the-slow-nmda-reverberatory-attractor-6seed-GO-preassigned-assemblies.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L63=0.324, L63=0.328, L63=0.356, L71=0.0002, L71=0.0004	10/31	section=0 range=0 block=21 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-10-gap5-lever-B-dendritic-dAP-readout-completes-emergent-small-assembly-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	11	L25=0.571, L25=0.007, L46=0.517, L47=0.293, L48=0.438, L49=0.545, +5 more	52/60	section=0 range=0 block=8 inline=0 synthesis=0	fence after the marker's unit (fences are never a sibling scope) x7; later block in the same section (main ran to the next '## ') x2; lazy continuation line after a list/blockquote item x1
research/findings/2026-08-10-gap5-leverA-DG-detonator-gain-grows-emergent-assembly-to-72-but-recurrent-self-drive-coupling-is-scale-not-size-NEGATIVE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	17	L43=0.063, L43=0.054, L48=0.062, L51=0.006, L51=0.056, L69=0.271, +11 more	18/71	section=0 range=0 block=53 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x7
research/findings/2026-08-10-gap5-size-aware-FF-completion-closes-permuted-cue-specificity-but-small-emergent-assembly-bistability-residual-PARTIAL.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	12	L46=0.13, L46=0.279, L51=0.246, L51=0.245, L87=0.13, L87=0.003, +6 more	18/82	section=0 range=0 block=64 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x6
research/findings/2026-08-10-learn-to-speak-state-value-baseline-passes-contingency-5of6-the-learning-wall-fixed.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L49=0.001	1/25	section=0 range=0 block=24 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-10-reward-misspec-distinctiveness-PARTIAL-rediagnosed-as-detector-artifact-not-RSA-belief.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L35=0.033, L67=0.329, L67=0.181, L84=0.571, L84=0.007	5/11	section=0 range=0 block=6 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-10-value-critic-homeostat-NEGATIVE-suprathreshold-pinning-no-graded-lever.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L53=0.016, L53=0.042, L53=0.0155, L54=0.0297, L54=0.0297, L55=0.0297	7/13	section=0 range=0 block=6 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-11-W4-RSA-belief-source-into-speaking-pipeline-6seed.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	9	L36=0.0439, L36=0.0161, L36=0.731, L36=0.269, L56=0.444, L58=0.389, +3 more	9/19	section=0 range=0 block=10 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-11-emergence-WM-hybrid-neural-WTA-reads-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	17	L22=0.995, L68=0.021, L69=0.995, L69=0.964, L78=0.247, L78=0.224, +11 more	26/58	section=0 range=0 block=14 inline=18 synthesis=0	later block in the same section (main ran to the next '## ') x12; marker followed by a heading (scopes nothing) x1
research/findings/2026-08-11-emergence-engine-selective-write-store-restores-interference-broken-horizon-1seed-SMOKE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	21	L55=0.667, L55=0.667, L56=0.667, L56=0.667, L57=0.333, L57=0.333, +15 more	41/60	section=0 range=0 block=12 inline=7 synthesis=0	later block in the same section (main ran to the next '## ') x11
research/findings/2026-08-11-emergence-engine-stream-language-htm-memorises-not-generalises-long-range-agreement-3seed-SMOKE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L47=0.583	11/62	section=0 range=0 block=51 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-11-gap4-SPATIAL-DEPTH2-CREDIT-LOAD-BEARING-at-small-T-but-depth3-rung-is-instrument-limited-task-is-depth2-solvable-1seed-smoke.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	0/47	section=0 range=0 block=47 inline=0 synthesis=0	-
research/findings/2026-08-11-gap4-TEMPORAL-DEPTH-FLOOR-ISOLATED-reducing-T-defeats-it-spatial-deep-credit-obligatory-1seed-smoke.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	4	L49=0.852, L49=0.519, L49=0.63, L50=0.111	5/71	section=0 range=0 block=66 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-11-gap4-onspikes-KP-learned-feedback-ALIGNS-on-the-spiking-substrate-and-beats-fixed-DFA-smoke-plus-mapping.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	0/45	section=0 range=0 block=45 inline=0 synthesis=0	-
research/findings/2026-08-11-gap4-onspikes-depth3-KP-aligns-on-spikes-cos-0.99-but-no-clean-depth3-obligatory-spiking-instrument.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L42=0.178, L42=0.283	2/21	section=0 range=0 block=19 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-11-laneD-v1-pooler-harder-kWTA-contributes-but-insufficient-and-exposes-readout-quantization-confound.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L51=0.389, L51=0.0677, L52=0.389	12/32	section=0 range=0 block=20 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-11-metaplastic-acquisition-continual-learning-6seed-NOGO-mechanism-real-but-subthreshold.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L38=0.137	1/7	section=0 range=0 block=6 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-11-reconsolidation-superposed-lossy-store-derisk.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L69=0.992, L69=0.734, L69=0.83	5/10	section=0 range=0 block=5 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-11-sleep-replay-bdsp-declamp-lifts-continual-retention-past-055-cap-clamp-artifact.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L39=0.742, L40=0.967	3/8	section=0 range=0 block=5 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-11-source-monitor-no-harm-boundary-is-an-operating-point-population-coding-derisk.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	7	L53=0.048, L87=0.1692, L88=0.1408, L89=0.0033, L90=0.003, L111=0.1963, +1 more	8/27	section=0 range=0 block=19 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x6
research/findings/2026-08-11-sparse-disjoint-fact-codes-continual-PARTIAL-beat-vanilla-load-bearing-but-below-metaplasticity.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	7	L41=0.656, L41=0.537, L42=0.156, L46=0.656, L46=0.812, L47=0.275, +1 more	8/22	section=0 range=0 block=14 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-11-value-critic-neural-homeostatic-readout-gain-kills-yoked-leak-PARTIAL.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L73=0.031, L75=0.061, L75=0.135, L75=0.899, L76=0.936, L79=0.072	7/21	section=0 range=0 block=14 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-12-GateB-metacog-confidence-readout-production-chat.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	8	L44=0.4, L45=0.476, L46=0.4, L46=0.476, L49=0.476, L49=0.738, +2 more	12/12	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x5
research/findings/2026-08-12-gap1-A1-deep-context-credit-on-diagonal-WKV-store-local-rule-ties-BPTT-no-credit-wall.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	21	L124=0.973, L124=0.599, L128=0.599, L128=0.61, L129=0.973, L159=0.752, +15 more	26/56	section=0 range=0 block=30 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x12
research/findings/2026-08-12-gap4-BTSP-plateau-lasting-trace-recall-after-delay-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	10	L54=0.054, L54=0.092, L55=0.024, L56=0.016, L56=0.036, L58=0.003, +4 more	16/75	section=0 range=0 block=59 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x6
research/findings/2026-08-12-gap4-birdsong-two-stage-tutor-NEGATIVE-6seed.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	0/40	section=0 range=0 block=40 inline=0 synthesis=0	-
research/findings/2026-08-12-gap4-obligatory-depth3-credit-instrument-NOT-constructible-reframes-the-assault-6seed-NEGATIVE.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L38=2402.02	1/1	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-12-gap4-softhebb-soft-wta-hebbian-NEGATIVE-6seed.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	1/85	section=0 range=0 block=84 inline=0 synthesis=0	-
research/findings/2026-08-12-laneC-metacog-INSTRUMENT-FIX-and-balance-of-evidence-pure-spiking-meta-d.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	29	L83=0.815, L83=0.758, L83=0.875, L84=0.741, L84=0.492, L84=0.587, +23 more	34/34	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x7
research/findings/2026-08-13-W4-spiking-graded-implicature-belief-magnitude-metric-detector-baserate-wall-6seed.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L95=0.035	2/33	section=0 range=0 block=31 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-13-affect-appraisal-origin-self-organizes-from-reinforcement-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L56=0.551, L57=0.316, L65=0.449, L65=0.634, L65=0.567	6/37	section=0 range=0 block=31 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-13-affect-arousal-channel-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	16	L54=0.265, L54=0.12, L54=0.375, L54=0.362, L54=0.124, L54=0.031, +10 more	17/79	section=0 range=0 block=61 inline=1 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-13-affect-graded-strength-third-factor-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	44	L65=0.168, L65=0.252, L65=0.062, L65=0.243, L65=0.495, L66=0.168, +38 more	46/71	section=0 range=0 block=25 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x12
research/findings/2026-08-13-affect-lc-arousal-population-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	21	L33=0.265, L34=0.227, L55=0.311, L55=0.195, L55=0.046, L55=0.031, +15 more	23/120	section=0 range=0 block=92 inline=5 synthesis=0	later block in the same section (main ran to the next '## ') x7
research/findings/2026-08-13-affect-opponent-weights-self-organized-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L50=0.508, L50=0.251, L51=0.728, L51=0.22, L63=0.102, L65=0.194	10/42	section=0 range=0 block=32 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-13-gap1-A1-fewspike-izhikevich-read-of-fluent-wkv-generation-population-coding-is-the-companion-process.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L82=0.031, L83=0.999	9/28	section=0 range=0 block=19 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-13-magnitude-preserving-plateau-readout-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	20	L78=0.082, L84=0.931, L84=0.888, L84=0.846, L85=0.708, L85=0.878, +14 more	24/53	section=0 range=0 block=29 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x10
research/findings/2026-08-13-self-initiated-spontaneous-thought-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	4	L94=0.24, L95=0.102, L98=0.082, L99=0.24	4/23	section=0 range=0 block=19 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-13-self-initiation-multibasin-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L41=0.015	1/1	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-13-spiking-appraisal-discrete-emotion-reappraisal-derisk.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L49=0.76, L49=0.257, L50=0.015, L51=0.253, L73=0.13	7/19	section=0 range=0 block=12 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-13-w4-belief-magnitude-calibration-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	18	L56=0.105, L57=0.065, L59=0.0587, L59=0.2575, L88=0.846, L88=0.835, +12 more	21/68	section=0 range=0 block=47 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x8
research/findings/2026-08-13-w4-detector-k-recalibration-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L70=0.506, L70=0.006, L89=0.25, L90=-0.046, L93=0.136, L93=0.552	9/51	section=0 range=0 block=42 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-13-w4-detector-operating-point-homeostat-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	11	L53=0.084, L53=0.022, L54=0.017, L55=0.102, L110=-0.0108, L112=0.148, +5 more	21/80	section=0 range=0 block=59 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x6
research/findings/2026-08-13-w4-informativeness-objective-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	23	L77=0.082, L77=0.011, L79=-0.011, L80=0.667, L85=0.952, L85=0.807, +17 more	25/57	section=0 range=0 block=32 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x8
research/findings/2026-08-13-w4-pragmatic-belief-production-scoped.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L51=0.731, L52=0.269	4/12	section=0 range=0 block=8 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-14-affect-second-order-conditioning-BOUNDARY.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	32	L60=0.185, L60=0.252, L60=0.214, L60=0.47, L61=0.028, L61=0.136, +26 more	34/56	section=0 range=0 block=22 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x9
research/findings/2026-08-17-mouth-readout-eprop-batched-substrate-forward-PARTIAL.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L69=0.062, L69=0.005, L69=0.008	4/63	section=0 range=0 block=59 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-18-episodic-temporal-context-when-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L58=0.943, L58=0.466, L58=0.133	3/12	section=0 range=0 block=9 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-18-gnw-rung2d-weakenable-recurrence-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L40=0.167	1/17	section=0 range=0 block=16 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-affect-drives-chat-load-bearing-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	4	L56=0.069, L56=-0.029, L57=0.064, L59=0.074	6/14	section=0 range=0 block=8 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x3
research/findings/2026-08-19-gnw-coincidence-integrator-subthreshold-window-6seed-GO-corrected-shuffle-control.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L45=0.083	16/46	section=0 range=0 block=30 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-gnw-neural-swap-intention-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L45=0.267, L45=0.317, L45=0.333	5/64	section=0 range=0 block=53 inline=6 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-gnw-neural-vacancy-gate-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L44=0.001, L44=0.333	3/46	section=0 range=0 block=40 inline=3 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-gnw-recurrence-weaken-swap-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	3	L44=0.001, L44=0.333, L44=0.333	4/53	section=0 range=0 block=43 inline=6 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-gnw-swap-into-chat-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L44=0.333	2/16	section=0 range=0 block=14 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-kwta-stability-homeostat-NOGO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L61=0.001, L62=0.013	2/2	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-19-neural-error-onbridge-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	6	L92=0.032, L93=0.024, L94=0.042, L98=0.966, L98=0.974, L99=0.954	13/55	section=0 range=0 block=42 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x5
research/findings/2026-08-19-neural-error-population-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L79=0.857, L83=0.032, L86=0.077, L87=0.087, L89=0.482	8/43	section=0 range=0 block=35 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4; lazy continuation line after a list/blockquote item x1
research/findings/2026-08-19-replay-pattern-separation-DG-separator-keeps-similar-memories-discriminable-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	5	L78=0.267, L78=0.267, L82=0.333, L83=0.333, L96=-0.333	7/49	section=0 range=0 block=42 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-19-replay-separator-bridge-rebound-and-write-runaway-FIXED-single-recall-ceiling-kWTA-stability-residual.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L80=0.013	1/1	section=0 range=0 block=0 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-19-weight-shuffle-dependency-control-gap5-when-Wctx.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L93=0.347	2/18	section=0 range=0 block=16 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-20-ecker-ca3-forward-band-LEARNED-by-STDP-emergent-swr-replay-6seed-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L49=0.571	3/12	section=0 range=0 block=9 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-20-ecker-real-d5-store-does-NOT-reactivate-via-soma-recurrence-dendritic-latch-is-the-read.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	2	L67=0.042, L68=0.055	11/14	section=0 range=0 block=3 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x2
research/findings/2026-08-25-order-consolidation-v8-real-scale-ca1-port-6seed-GO.md	before_2026-09-01	main-pass/new-fail	low coverage	-	0	-	0/40	section=0 range=0 block=40 inline=0 synthesis=0	-
research/findings/2026-08-26-E-language-recognition-gated-blocking-interneuron-threshold-REFUTED-6seed-NOGO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L86=0.857	2/3	section=0 range=0 block=1 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-26-b1-v1-selforg-columnar-wta-competition-NOGO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L133=1511.09	16/21	section=0 range=0 block=2 inline=3 synthesis=0	later block in the same section (main ran to the next '## ') x1
research/findings/2026-08-26-b1-v1-selforg-onbridge-BCM-sliding-threshold.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	10	L50=0.157, L50=0.03, L50=0.331, L50=0.333, L50=0.027, L51=0.884, +4 more	13/51	section=0 range=0 block=38 inline=0 synthesis=0	later block in the same section (main ran to the next '## ') x4
research/findings/2026-08-26-comprehension-cue-lexicon-open-vocab-animacy-learnable-GO.md	before_2026-09-01	main-pass/new-fail	unsupported number	-	1	L50=0.511	4/15	section=0 range=0 block=9 inline=2 synthesis=0	later block in the same section (main ran to the next '## ') x1
